initial_alias,converted_alias
NM_001035505,227291_s_at
NM_001317110,None
NM_001317111,None
NM_018221,None
NM_001317112,None
NM_212552,227291_s_at
NM_021196,None
NM_006636,234976_x_at
NM_023019,None
NM_001015055,225150_s_at
NM_001015055,225151_at
NM_001015055,239226_at
NM_001015055,239653_at
NM_001320823,225898_at
NM_001320824,225898_at
NM_001320825,225898_at
NM_004082,None
NM_001145054,236070_at
NM_001015056,225150_s_at
NM_001015056,225151_at
NM_001015056,239226_at
NM_001015056,239653_at
NM_033046,225150_s_at
NM_033046,225151_at
NM_033046,239226_at
NM_033046,239653_at
NM_001316766,236070_at
NM_001316764,236070_at
NM_001316765,236070_at
NM_001190836,None
NM_001190837,None
NM_001135041,None
NM_001135040,None
NM_032118,225898_at
NM_001321727,None
NM_001146158,None
NM_001009812,None
NM_001289164,228253_at
NM_006302,None
NM_001321728,None
NM_001282430,None
NM_032603,228253_at
NM_001381,None
NM_032673,None
NM_016170,None
NM_012477,223072_s_at
NM_133637,236055_at
NM_001318868,None
NM_001289165,228253_at
NM_001365575,225523_at
NM_001365575,239922_at
NM_032779,225523_at
NM_032779,239922_at
NM_031288,None
NM_013247,None
NM_001318866,None
NM_001197260,None
NM_022492,None
NM_053050,225523_at
NM_001318869,None
NM_145074,None
NM_001318867,None
NM_181575,None
NM_004263,228660_x_at
NM_001271662,228660_x_at
NM_001271661,228660_x_at
NM_019896,225844_at
NM_003203,None
NM_001201334,None
NM_001201335,None
NM_014763,232071_at
NM_014763,238448_at
NM_014763,243013_at
NM_001282928,None
NM_024993,None
NM_001270040,231661_at
NM_198448,231661_at
NM_001008387,231661_at
NM_006507,None
NM_002909,None
NM_138937,234280_at
NM_002580,234280_at
NM_138938,234280_at
NM_178839,238815_at
NM_003849,244638_at
NM_001277053,227867_at
NM_001277053,231429_at
NM_021103,None
NM_001080824,227867_at
NM_001080824,231429_at
NM_001307978,227867_at
NM_001307978,231429_at
NM_020122,222471_s_at
NM_020122,240430_at
NM_020122,242887_at
NM_001256140,None
NM_001747,None
NM_001135022,226286_at
NM_001329792,226286_at
NM_001320734,None
NM_001320733,None
NM_001256139,None
NM_001329791,226286_at
NM_001135023,226286_at
NM_001320732,None
NM_001329793,226286_at
NM_017750,None
NM_201594,None
NM_001135021,226286_at
NM_003761,None
NM_000821,235413_at
NM_005911,None
NM_001311312,235413_at
NM_001142269,235413_at
NM_153342,226239_at
NM_006590,None
NM_001369917,226239_at
NM_016494,223064_at
NM_016494,229932_at
NM_012483,None
NM_001256726,None
NM_000542,None
NM_001302758,None
NM_006433,None
NM_001367281,None
NM_001256727,None
NM_001256725,None
NM_001256728,None
NM_001031738,226239_at
NM_198843,None
NM_001013649,232145_at
NM_001013649,238768_at
NM_032827,228890_at
NM_015425,222704_at
NM_015425,228515_at
NM_015425,235280_at
NM_145644,222775_s_at
NM_145644,225255_at
NM_001363782,222775_s_at
NM_001363782,225255_at
NM_001100170,None
NM_001100169,None
NM_016622,222775_s_at
NM_016622,225255_at
NM_006839,None
NM_001146688,242758_x_at
NM_018433,242758_x_at
NM_001198952,None
NM_001198951,None
NM_005667,None
NM_001178100,None
NM_001768,None
NM_171827,None
NM_001145873,None
NM_172101,None
NM_172102,None
NM_172213,None
NM_004931,None
NM_002665,None
NM_001078170,235597_s_at
NM_001024457,235597_s_at
NM_001032392,230120_s_at
NM_002665,None
NM_001032392,230120_s_at
NM_016618,222585_x_at
NM_016618,233329_s_at
NM_001304526,222585_x_at
NM_001304526,233329_s_at
NM_018271,239949_at
NM_001244676,239949_at
NM_001244678,239949_at
NM_001443,None
NM_001135649,None
NM_152670,241430_at
NM_144705,None
NM_001286559,None
NM_001321995,224333_s_at
NM_001321995,224877_s_at
NM_001321995,236779_at
NM_001321995,237560_at
NM_001321997,224333_s_at
NM_001321997,224877_s_at
NM_001321997,236779_at
NM_001321997,237560_at
NM_001321996,224333_s_at
NM_001321996,224877_s_at
NM_001321996,236779_at
NM_001321996,237560_at
NM_031902,224333_s_at
NM_031902,224877_s_at
NM_031902,236779_at
NM_031902,237560_at
NM_001291605,223792_at
NM_001017396,223792_at
NM_001282398,223792_at
NM_001291604,223792_at
NM_021088,223792_at
NM_001034914,228269_x_at
NM_001034914,231774_at
NM_001034914,233688_at
NM_001034914,234198_at
NM_016044,235418_at
NM_016044,235621_at
NM_013434,228269_x_at
NM_013434,231774_at
NM_013434,233688_at
NM_013434,234198_at
NM_001164464,None
NM_138800,None
NM_001321527,235557_at
NM_001321525,235557_at
NM_001321526,235557_at
NM_001321528,235557_at
NM_001321529,235557_at
NM_001321530,235557_at
NM_001321531,235557_at
NM_207328,235557_at
NM_004418,None
NM_000682,None
NM_014014,200058_s_at
NM_014014,232931_at
NM_178495,240037_at
NM_001193304,222887_s_at
NM_001193304,235659_at
NM_001163523,240037_at
NM_001324490,240037_at
NM_001163524,240037_at
NM_004804,239053_at
NM_017849,222887_s_at
NM_017849,235659_at
NM_001008949,240037_at
NM_001285486,232593_at
NM_001319085,None
NM_001319093,None
NM_001319092,None
NM_001319087,None
NM_001285485,232593_at
NM_001319094,None
NM_001319096,None
NM_212481,None
NM_001293083,233353_at
NM_020184,None
NM_017623,241321_at
NM_144994,229052_at
NM_144994,230384_at
NM_016466,223532_at
NM_016466,229052_at
NM_199078,241321_at
NM_001172667,223812_at
NM_016490,223812_at
NM_001122646,223812_at
NM_199336,228198_s_at
NM_001320848,228198_s_at
NM_001320849,228198_s_at
NM_198555,238464_at
NM_001862,None
NM_001353337,None
NM_001079,None
NM_001351368,230941_at
NM_005735,None
NM_207519,None
NM_001079878,None
NM_001298,None
NM_001330354,None
NM_001008215,225409_at
NM_001008215,225410_at
NM_014044,None
NM_001160154,226039_at
NM_001160154,231283_at
NM_001330353,None
NM_015929,None
NM_144706,None
NM_001204830,None
NM_138798,226329_s_at
NM_001317992,None
NM_001320418,226329_s_at
NM_145197,None
NM_145198,None
NM_001320417,226329_s_at
NM_001320419,226329_s_at
NM_145212,223996_s_at
NM_145212,224173_s_at
NM_145212,224971_at
NM_145212,243801_x_at
NM_145212,243887_at
NM_145199,None
NM_001371380,236706_at
NM_005783,None
NM_174898,236706_at
NM_175735,None
NM_001371783,225996_at
NM_001371783,235977_at
NM_198461,225996_at
NM_198461,235977_at
NM_001011717,None
NM_024065,None
NM_001098577,241017_at
NM_001099693,241017_at
NM_000993,241017_at
NM_017546,224695_at
NM_173647,225414_at
NM_153836,231489_x_at
NM_001261419,None
NM_004633,None
NM_001320982,None
NM_001320981,None
NM_001320985,None
NM_001320984,None
NM_001320983,None
NM_000877,None
NM_016232,234066_at
NM_016232,242809_at
NM_001282408,234066_at
NM_001282408,242809_at
NM_003856,234066_at
NM_003856,242809_at
NM_003853,None
NM_001322080,224483_s_at
NM_001322081,224483_s_at
NM_032718,224483_s_at
NM_144632,238578_at
NM_144632,238867_at
NM_182640,226749_at
NM_007227,None
NM_004257,225653_at
NM_024093,226951_at
NM_024093,243093_at
NM_001142621,225653_at
NM_001286537,226951_at
NM_001286537,243093_at
NM_001004720,234595_at
NM_032411,223623_at
NM_001253876,225583_at
NM_001349727,None
NM_001368307,None
NM_001320878,None
NM_176825,240200_at
NM_006588,None
NM_001056,240200_at
NM_001321770,None
NM_181453,231383_at
NM_006267,226922_at
NM_006267,242712_x_at
NM_023016,227034_at
NM_001037866,231383_at
NM_032260,242712_x_at
NM_033514,223800_s_at
NM_001371340,223800_s_at
NM_001205288,223800_s_at
NM_000272,238843_at
NM_000272,238844_s_at
NM_001128179,238843_at
NM_001128179,238844_s_at
NM_207181,238843_at
NM_207181,238844_s_at
NM_001128178,238843_at
NM_001128178,238844_s_at
NM_001374256,238843_at
NM_001374256,238844_s_at
NM_001374257,238843_at
NM_001374257,238844_s_at
NM_033514,223800_s_at
NM_001205288,223800_s_at
NM_001371340,223800_s_at
NM_001037866,231383_at
NM_032260,242712_x_at
NM_001164463,None
NM_005054,242712_x_at
NM_001123363,231383_at
NM_004336,233445_at
NM_001278617,233445_at
NM_001278616,233445_at
NM_001204113,225606_at
NM_207002,225606_at
NM_153214,229247_at
NM_001128165,229247_at
NM_032494,223506_at
NM_032494,239644_at
NM_001164463,None
NM_005054,242712_x_at
NM_153712,224896_s_at
NM_153712,224908_s_at
NM_019014,223403_s_at
NM_019014,233341_s_at
NM_001304354,223479_s_at
NM_032309,223479_s_at
NM_001371712,224896_s_at
NM_001371712,224908_s_at
NM_001304353,223479_s_at
NM_001371323,223479_s_at
NM_001371322,223479_s_at
NM_001282772,223403_s_at
NM_001282772,233341_s_at
NM_001137604,223403_s_at
NM_001137604,233341_s_at
NM_001282774,223403_s_at
NM_001282774,233341_s_at
NM_001282776,223403_s_at
NM_001282776,233341_s_at
NM_001282779,223403_s_at
NM_001282779,233341_s_at
NM_001371971,223403_s_at
NM_001371971,233341_s_at
NM_001282777,223403_s_at
NM_001282777,233341_s_at
NM_001371969,223403_s_at
NM_001371969,233341_s_at
NM_001371970,223403_s_at
NM_001371970,233341_s_at
NM_005415,230494_at
NM_000575,None
NM_000576,None
NM_001304361,229610_at
NM_152515,229610_at
NM_001371554,None
NM_014439,224555_x_at
NM_173204,224555_x_at
NM_173203,224555_x_at
NM_173202,224555_x_at
NM_032556,224262_at
NM_173170,None
NM_173161,224262_at
NM_014438,224230_at
NM_014438,231755_at
NM_173178,224230_at
NM_173178,231755_at
NM_012275,None
NM_000577,None
NM_173841,None
NM_173842,None
NM_173843,None
NM_012455,236616_at
NM_001318914,None
NM_172003,226193_x_at
NM_172003,229804_x_at
NM_012184,None
NM_001330336,226193_x_at
NM_001330336,229804_x_at
NM_001330337,226193_x_at
NM_001330337,229804_x_at
NM_001330339,226193_x_at
NM_001330339,229804_x_at
NM_001330340,226193_x_at
NM_001330340,229804_x_at
NM_001330342,226193_x_at
NM_001330342,229804_x_at
NM_001330314,225872_at
NM_001330314,226381_at
NM_001330314,243065_at
NM_025181,225872_at
NM_025181,226381_at
NM_025181,243065_at
NM_001330317,225872_at
NM_001330317,226381_at
NM_001330317,243065_at
NM_001330316,225872_at
NM_001330316,226381_at
NM_001330316,243065_at
NM_001330315,225872_at
NM_001330315,226381_at
NM_001330315,243065_at
NM_006773,None
NM_001426,None
NM_006770,None
NM_018234,237212_at
NM_001008410,237212_at
NM_138637,237212_at
NM_182528,None
NM_182915,237212_at
NM_001282634,None
NM_001178041,None
NM_001322331,227840_at
NM_001178042,None
NM_001017927,227840_at
NM_001322329,227840_at
NM_001322330,227840_at
NM_001322332,227840_at
NM_001079863,None
NM_001282635,None
NM_001282636,None
NM_001079862,None
NM_001178043,None
NM_001282633,None
NM_020548,None
NM_001352432,None
NM_001178017,None
NM_002980,None
NM_183240,227190_at
NM_001271049,231043_at
NM_001271049,237151_s_at
NM_001271049,237152_at
NM_001271049,243237_at
NM_030577,None
NM_001105198,None
NM_001105199,None
NM_001369400,None
NM_002881,None
NM_024121,227604_at
NM_002193,None
NM_032390,224713_at
NM_032390,224714_at
NM_016815,240671_at
NM_001256584,240671_at
NM_002101,240671_at
NM_001322244,237685_at
NM_001320641,None
NM_001320640,None
NM_139344,None
NM_139343,None
NM_139345,None
NM_139350,None
NM_004305,None
NM_139346,None
NM_139351,None
NM_139349,None
NM_139347,None
NM_001320632,None
NM_001320642,None
NM_139348,None
NM_001320634,None
NM_001320633,None
NM_001367502,None
NM_001367501,None
NM_001001665,None
NM_001371911,226441_at
NM_001371911,226979_at
NM_001371911,227073_at
NM_001371911,235011_at
NM_001371911,235254_at
NM_006609,226441_at
NM_006609,226979_at
NM_006609,227073_at
NM_006609,235011_at
NM_006609,235254_at
NM_001371910,226441_at
NM_001371910,226979_at
NM_001371910,227073_at
NM_001371910,235011_at
NM_001371910,235254_at
NM_000312,None
NM_017969,224768_at
NM_017969,224775_at
NM_005291,None
NM_001256542,None
NM_001080527,235383_at
NM_001161417,None
NM_001161416,None
NM_001161415,None
NM_032740,226639_at
NM_031445,223297_at
NM_001199140,223297_at
NM_004805,228650_at
NM_001330302,None
NM_024545,None
NM_001145928,None
NM_001330300,None
NM_001330299,None
NM_001330303,None
NM_001330301,None
NM_004807,225263_at
NM_032144,None
NM_207310,227966_s_at
NM_207310,231657_s_at
NM_001258307,227966_s_at
NM_001258307,231657_s_at
NM_001099771,None
NM_001330282,None
NM_001330284,None
NM_025029,None
NM_207312,None
NM_001371731,None
NM_001320306,None
NM_001371732,None
NM_001371733,None
NM_001320307,None
NM_001371734,None
NM_032357,224946_s_at
NM_001320311,None
NM_001320309,None
NM_001320310,None
NM_001371730,None
NM_001142370,None
NM_014369,None
NM_001321118,224946_s_at
NM_001371725,None
NM_001320304,None
NM_001320305,None
NM_001371726,None
NM_001371728,None
NM_033416,None
NM_001321119,224946_s_at
NM_001277406,None
NM_001079530,223753_s_at
NM_001079530,236724_at
NM_001371926,None
NM_001277083,None
NM_001270421,223753_s_at
NM_001270421,236724_at
NM_001270420,223753_s_at
NM_001270420,236724_at
NM_032545,223753_s_at
NM_032545,236724_at
NM_001105193,236638_at
NM_001105193,244709_at
NM_152698,236638_at
NM_152698,244709_at
NM_001105195,236638_at
NM_001105195,244709_at
NM_001105194,236638_at
NM_001105194,244709_at
NM_207364,None
NM_001267063,224121_x_at
NM_001267066,224121_x_at
NM_001267062,224121_x_at
NM_001100623,224121_x_at
NM_001267065,224121_x_at
NM_001267064,224121_x_at
NM_001267067,224121_x_at
NM_001267068,224121_x_at
NM_001309452,224121_x_at
NM_001309451,224121_x_at
NM_001309450,224121_x_at
NM_001309448,224121_x_at
NM_017958,224121_x_at
NM_001083538,None
NM_001077637,None
NM_001349046,227966_s_at
NM_001349046,231657_s_at
NM_001349047,227966_s_at
NM_001349047,231657_s_at
NM_138770,227966_s_at
NM_138770,231657_s_at
NM_001349044,227966_s_at
NM_001349044,231657_s_at
NM_001349045,227966_s_at
NM_001349045,231657_s_at
NM_001258305,227966_s_at
NM_001258305,231657_s_at
NM_001349041,227966_s_at
NM_001349041,231657_s_at
NM_001349042,227966_s_at
NM_001349042,231657_s_at
NM_001349043,227966_s_at
NM_001349043,231657_s_at
NM_001258306,227966_s_at
NM_001258306,231657_s_at
NM_080386,None
NM_001258304,227966_s_at
NM_001258304,231657_s_at
NM_001085365,None
NM_001358416,237794_at
NM_001304449,None
NM_001355461,None
NM_058241,229184_at
NM_001320748,229184_at
NM_001320749,229184_at
NM_001241,229184_at
NM_014607,None
NM_005915,238977_at
NM_001348059,None
NM_001348060,None
NM_001348056,None
NM_001008540,None
NM_003467,None
NM_006895,228772_at
NM_001024075,228772_at
NM_001024074,228772_at
NM_001032998,None
NM_015702,None
NM_004688,None
NM_007115,None
NM_001177663,226503_at
NM_001177663,226821_at
NM_001177663,233780_at
NM_001177663,233781_s_at
NM_001177663,236620_at
NM_001177663,240098_at
NM_001177663,241820_at
NM_001177664,226503_at
NM_001177664,226821_at
NM_001177664,233780_at
NM_001177664,233781_s_at
NM_001177664,236620_at
NM_001177664,240098_at
NM_001177664,241820_at
NM_001177665,226503_at
NM_001177665,226821_at
NM_001177665,233780_at
NM_001177665,233781_s_at
NM_001177665,236620_at
NM_001177665,240098_at
NM_001177665,241820_at
NM_018151,226503_at
NM_018151,226821_at
NM_018151,233780_at
NM_018151,233781_s_at
NM_018151,236620_at
NM_018151,240098_at
NM_018151,241820_at
NM_177985,226617_at
NM_177985,231449_at
NM_177985,236350_at
NM_177985,236466_at
NM_177985,238431_at
NM_177985,243176_at
NM_012097,226617_at
NM_012097,231449_at
NM_012097,236350_at
NM_012097,236466_at
NM_012097,238431_at
NM_012097,243176_at
NM_001037174,226617_at
NM_001037174,231449_at
NM_001037174,236350_at
NM_001037174,236466_at
NM_001037174,238431_at
NM_001037174,243176_at
NM_001371972,225707_at
NM_001371972,225709_at
NM_001371972,225711_at
NM_001350068,225707_at
NM_001350068,225709_at
NM_001350068,225711_at
NM_152522,225707_at
NM_152522,225709_at
NM_152522,225711_at
NM_019845,None
NM_001260509,233059_at
NM_001260510,None
NM_006186,235739_at
NM_173173,235739_at
NM_001304345,231911_at
NM_001304344,231911_at
NM_001304346,231911_at
NM_001009959,231911_at
NM_020711,231911_at
NM_173355,231376_at
NM_173355,233155_at
NM_001301685,231504_at
NM_001017920,229290_at
NM_022826,None
NM_001282807,None
NM_001282806,None
NM_001282805,None
NM_002349,None
NM_133484,243376_at
NM_006593,None
NM_001291807,None
NM_002054,None
NM_004460,None
NM_012198,None
NM_001330268,None
NM_001330267,None
NM_001330266,None
NM_001330265,None
NM_001330270,None
NM_001330271,None
NM_001351537,239806_at
NM_001351537,243231_at
NM_001351538,239806_at
NM_001351538,243231_at
NM_001351539,239806_at
NM_001351539,243231_at
NM_001351540,239806_at
NM_001351540,243231_at
NM_173512,239806_at
NM_173512,243231_at
NM_001199148,239806_at
NM_001199148,243231_at
NM_021007,229057_at
NM_004482,None
NM_020981,222969_at
NM_020675,None
NM_001081686,None
NM_021176,None
NM_152384,230697_at
NM_001322046,None
NM_006063,222827_s_at
NM_001322048,None
NM_001322049,None
NM_001281476,None
NM_024622,None
NM_001199285,230434_at
NM_001199286,230434_at
NM_001199287,230434_at
NM_001199288,230434_at
NM_001085447,236909_at
NM_001008489,230434_at
NM_014168,None
NM_001294145,None
NM_001293186,None
NM_001293187,None
NM_003142,None
NM_001003845,235845_at
NM_013445,None
NM_000817,None
NM_015530,None
NM_001201428,None
NM_001321156,232533_at
NM_001321159,232533_at
NM_001321160,232533_at
NM_001321162,232533_at
NM_001321157,232533_at
NM_001321155,232533_at
NM_024770,232533_at
NM_001321154,232533_at
NM_001321161,232533_at
NM_001321158,232533_at
NM_001127383,222453_at
NM_024843,222453_at
NM_001256909,222453_at
NM_178120,242138_at
NM_001322278,227805_at
NM_001038493,242138_at
NM_199227,227805_at
NM_001322279,227805_at
NM_004405,None
NM_002610,226452_at
NM_002610,239798_at
NM_001278549,226452_at
NM_001278549,239798_at
NM_031942,224428_s_at
NM_031942,230060_at
NM_145810,224428_s_at
NM_145810,230060_at
NM_001145250,None
NM_001193528,222849_s_at
NM_004882,None
NM_024583,222849_s_at
NM_001206602,None
NM_001039523,None
NM_000079,None
NM_001190329,228168_at
NM_001256094,None
NM_001689,228168_at
NM_001002258,228168_at
NM_030650,225717_at
NM_030650,225718_at
NM_030650,229173_at
NM_001305010,225717_at
NM_001305010,225718_at
NM_001305010,229173_at
NM_001305008,225717_at
NM_001305008,225718_at
NM_001305008,229173_at
NM_001305009,225717_at
NM_001305009,225718_at
NM_001305009,229173_at
NM_001305011,225717_at
NM_001305011,225718_at
NM_001305011,229173_at
NM_001199747,231906_at
NM_000523,236681_at
NM_019558,231906_at
NM_021192,238847_at
NM_021193,None
NM_001199746,231906_at
NM_014621,None
NM_014213,None
NM_002148,229400_at
NM_024501,None
NM_001313904,None
NM_001313903,None
NM_001313902,None
NM_001313900,None
NM_001313901,None
NM_001330248,None
NM_001330249,None
NM_006164,None
NM_001330250,None
NM_001330251,None
NM_194247,None
NM_001330247,None
NM_001145413,None
NM_001145412,None
NM_152517,243413_at
NM_152275,None
NM_001353778,235365_at
NM_001353777,235365_at
NM_001353775,235365_at
NM_001353776,235365_at
NM_001316362,237107_at
NM_001316362,244047_at
NM_001369912,235365_at
NM_003690,237107_at
NM_003690,244047_at
NM_181342,223667_at
NM_181342,224002_s_at
NM_181342,231130_at
NM_001135212,223667_at
NM_001135212,224002_s_at
NM_001135212,231130_at
NM_001139518,237107_at
NM_001139518,244047_at
NM_001139517,237107_at
NM_001139517,244047_at
NM_019091,223370_at
NM_019091,227658_s_at
NM_001042702,235365_at
NM_001113398,229019_at
NM_001316312,243366_s_at
NM_001316312,243685_at
NM_001316312,244599_at
NM_001160277,None
NM_001030313,None
NM_201548,None
NM_001030312,None
NM_001030311,None
NM_002500,None
NM_001287505,229744_at
NM_001287505,236207_at
NM_018981,225174_at
NM_018981,229588_at
NM_018981,243635_at
NM_001271581,225174_at
NM_001271581,229588_at
NM_001271581,243635_at
NM_001321519,None
NM_001142314,None
NM_080876,None
NM_001287584,225470_at
NM_001287585,225470_at
NM_138285,225470_at
NM_173651,240028_at
NM_018471,None
NM_177454,227370_at
NM_177454,242762_s_at
NM_182521,None
NM_001032281,None
NM_006287,None
NM_001318941,None
NM_001329240,None
NM_001329239,None
NM_001329241,None
NM_032168,224721_at
NM_001303096,224721_at
NM_014585,223044_at
NM_014585,233123_at
NM_001353497,None
NM_016467,223187_s_at
NM_016467,227548_at
NM_016467,228801_at
NM_144708,None
NM_001353493,None
NM_001353494,None
NM_001354347,230032_at
NM_001371388,223187_s_at
NM_001371388,227548_at
NM_001371388,228801_at
NM_001371384,223187_s_at
NM_001371384,227548_at
NM_001371384,228801_at
NM_001371385,223187_s_at
NM_001371385,227548_at
NM_001371385,228801_at
NM_019048,None
NM_022353,230032_at
NM_001371386,223187_s_at
NM_001371386,227548_at
NM_001371386,228801_at
NM_001371387,223187_s_at
NM_001371387,227548_at
NM_001371387,228801_at
NM_001128150,223187_s_at
NM_001128150,227548_at
NM_001128150,228801_at
NM_005259,None
NM_001128928,None
NM_002194,None
NM_001142645,238014_at
NM_005966,None
NM_001321313,None
NM_001321312,None
NM_001321315,None
NM_001321314,None
NM_001256310,223079_s_at
NM_001256310,244796_at
NM_014905,223079_s_at
NM_014905,244796_at
NM_139266,232375_at
NM_139266,AFFX-HUMISGF3A/M97935_3_at
NM_139266,AFFX-HUMISGF3A/M97935_5_at
NM_139266,AFFX-HUMISGF3A/M97935_MA_at
NM_139266,AFFX-HUMISGF3A/M97935_MB_at
NM_001254736,222872_x_at
NM_001254736,233085_s_at
NM_001031716,222872_x_at
NM_001031716,233085_s_at
NM_004657,222717_at
NM_001305145,223557_s_at
NM_001305145,233910_at
NM_004226,226525_at
NM_001353340,232398_at
NM_001353340,243565_at
NM_001353339,232398_at
NM_001353339,243565_at
NM_001080539,232398_at
NM_001080539,243565_at
NM_213608,None
NM_001206774,222604_at
NM_012086,222604_at
NM_002157,None
NM_025147,None
NM_001320818,None
NM_001320819,None
NM_001320820,None
NM_001308824,229303_at
NM_002156,241716_at
NM_002156,243372_at
NM_199440,241716_at
NM_199440,243372_at
NM_001005526,229303_at
NM_001284362,236954_at
NM_001284361,236954_at
NM_001284358,236954_at
NM_138395,243529_at
NM_197970,236954_at
NM_033030,236954_at
NM_001350853,None
NM_001350854,None
NM_001350855,None
NM_001363886,None
NM_024520,None
NM_001039693,235181_at
NM_001039693,235686_at
NM_001039693,241825_at
NM_153689,227973_at
NM_153689,238974_at
NM_001369399,None
NM_152387,226493_at
NM_001321548,226493_at
NM_001321547,226493_at
NM_001321550,226493_at
NM_001321688,233506_at
NM_001321694,233506_at
NM_001321693,233506_at
NM_021824,None
NM_014670,233506_at
NM_001207069,233506_at
NM_001321691,233506_at
NM_001142356,None
NM_001369443,None
NM_001162407,None
NM_001136039,None
NM_032472,224364_s_at
NM_001369441,None
NM_001207068,233506_at
NM_001207067,233506_at
NM_001321690,233506_at
NM_001142355,None
NM_001369444,None
NM_004071,None
NM_001369442,None
NM_130906,224364_s_at
NM_001369445,None
NM_001257102,None
NM_001202515,224261_at
NM_001202515,235427_at
NM_001202515,237367_x_at
NM_001202515,239629_at
NM_003879,224261_at
NM_003879,235427_at
NM_003879,237367_x_at
NM_003879,239629_at
NM_001202517,224261_at
NM_001202517,235427_at
NM_001202517,237367_x_at
NM_001202517,239629_at
NM_001202519,224261_at
NM_001202519,235427_at
NM_001202519,237367_x_at
NM_001202519,239629_at
NM_001202518,224261_at
NM_001202518,235427_at
NM_001202518,237367_x_at
NM_001202518,239629_at
NM_001202516,224261_at
NM_001202516,235427_at
NM_001202516,237367_x_at
NM_001202516,239629_at
NM_002491,None
NM_001127183,224261_at
NM_001127183,235427_at
NM_001127183,237367_x_at
NM_001127183,239629_at
NM_001308043,224261_at
NM_001308043,235427_at
NM_001308043,237367_x_at
NM_001308043,239629_at
NM_001308042,224261_at
NM_001308042,235427_at
NM_001308042,237367_x_at
NM_001308042,239629_at
NM_001351591,224261_at
NM_001351591,235427_at
NM_001351591,237367_x_at
NM_001351591,239629_at
NM_001351590,224261_at
NM_001351590,235427_at
NM_001351590,237367_x_at
NM_001351590,239629_at
NM_001351594,224261_at
NM_001351594,235427_at
NM_001351594,237367_x_at
NM_001351594,239629_at
NM_001351593,224261_at
NM_001351593,235427_at
NM_001351593,237367_x_at
NM_001351593,239629_at
NM_001351592,224261_at
NM_001351592,235427_at
NM_001351592,237367_x_at
NM_001351592,239629_at
NM_001127184,224261_at
NM_001127184,235427_at
NM_001127184,237367_x_at
NM_001127184,239629_at
NM_033355,None
NM_001228,None
NM_033358,None
NM_001080124,None
NM_033356,None
NM_001080125,None
NM_001372051,None
NM_015049,None
NM_033066,None
NM_152388,228255_at
NM_001044385,228255_at
NM_001135745,226291_at
NM_001135745,232184_at
NM_003507,None
NM_001371392,None
NM_001371393,None
NM_001371394,None
NM_001005782,None
NM_001005781,None
NM_003352,None
NM_015934,223096_at
NM_138468,223881_at
NM_138468,230454_at
NM_001288622,223881_at
NM_001288622,230454_at
NM_001288623,223881_at
NM_001288623,230454_at
NM_001288624,223881_at
NM_001288624,230454_at
NM_001104586,None
NM_001352677,None
NM_001352678,None
NM_001352679,None
NM_024744,None
NM_001282910,None
NM_001322427,None
NM_001322428,None
NM_001322429,None
NM_001352676,None
NM_001282911,None
NM_001282912,None
NM_203365,225186_at
NM_203365,225188_at
NM_203365,225189_s_at
NM_001329728,225186_at
NM_001329728,225188_at
NM_001329728,225189_s_at
NM_213589,225186_at
NM_213589,225188_at
NM_213589,225189_s_at
NM_006139,None
NM_001243078,None
NM_001243077,None
NM_005214,231794_at
NM_005214,234362_s_at
NM_005214,236341_at
NM_001037631,231794_at
NM_001037631,234362_s_at
NM_001037631,236341_at
NM_201264,222877_at
NM_201264,223510_at
NM_201264,225566_at
NM_201264,229225_at
NM_201267,222877_at
NM_201267,223510_at
NM_201267,225566_at
NM_201267,229225_at
NM_018534,222877_at
NM_018534,223510_at
NM_018534,225566_at
NM_018534,229225_at
NM_001199982,229647_at
NM_001199982,235321_at
NM_001199982,236356_at
NM_001199984,229647_at
NM_001199984,235321_at
NM_001199984,236356_at
NM_001959,None
NM_021121,None
NM_005006,229647_at
NM_005006,235321_at
NM_005006,236356_at
NM_001037663,None
NM_001199983,229647_at
NM_001199983,235321_at
NM_001199983,236356_at
NM_001199981,229647_at
NM_001199981,235321_at
NM_001199981,236356_at
NM_001102659,None
NM_001136194,229135_at
NM_014929,229135_at
NM_001282940,238721_at
NM_001039845,238721_at
NM_001330224,238721_at
NM_001330225,238721_at
NM_001330226,238721_at
NM_001330223,238721_at
NM_001136193,229135_at
NM_001371426,225565_at
NM_001371426,225572_at
NM_001371426,237289_at
NM_001371427,225565_at
NM_001371427,225572_at
NM_001371427,237289_at
NM_001320793,225565_at
NM_001320793,225572_at
NM_001320793,237289_at
NM_134442,225565_at
NM_134442,225572_at
NM_134442,237289_at
NM_004379,225565_at
NM_004379,225572_at
NM_004379,237289_at
NM_001371428,225565_at
NM_001371428,225572_at
NM_001371428,237289_at
NM_003468,None
NM_006891,None
NM_020989,None
NM_001282386,None
NM_001282387,None
NM_005210,None
NM_005896,None
NM_014617,None
NM_001099334,241998_at
NM_005048,None
NM_001278285,225039_at
NM_001278285,225040_s_at
NM_001278283,225039_at
NM_001278283,225040_s_at
NM_001278282,225039_at
NM_001278282,225040_s_at
NM_001318930,225039_at
NM_001318930,225040_s_at
NM_001278288,225039_at
NM_001278288,225040_s_at
NM_001278286,225039_at
NM_001278286,225040_s_at
NM_001278289,225039_at
NM_001278289,225040_s_at
NM_006916,225039_at
NM_006916,225040_s_at
NM_001318931,225039_at
NM_001318931,225040_s_at
NM_001318929,225039_at
