initial_alias,converted_alias
NM_001352319,238960_s_at
NM_001352305,238959_at
NM_001352305,238960_s_at
NM_052879,238959_at
NM_052879,238960_s_at
NM_001352317,238959_at
NM_001352317,238960_s_at
NM_001352316,238959_at
NM_001352316,238960_s_at
NM_001352315,238959_at
NM_001352315,238960_s_at
NM_001352307,238959_at
NM_001352307,238960_s_at
NM_001352312,238959_at
NM_001352312,238960_s_at
NM_001352311,238959_at
NM_001352311,238960_s_at
NM_001352320,238959_at
NM_001352320,238960_s_at
NM_001170808,238959_at
NM_001170808,238960_s_at
NM_001352308,238959_at
NM_001352308,238960_s_at
NM_001174128,237106_at
NM_182559,None
NM_001352318,238959_at
NM_001352318,238960_s_at
NM_199190,238959_at
NM_199190,238960_s_at
NM_199188,238959_at
NM_199188,238960_s_at
NM_001033873,None
NM_001031628,None
NM_001330260,235969_at
NM_001330260,236329_at
NM_001330260,236479_at
NM_001330260,237790_at
NM_001330260,244708_at
NM_001177984,235969_at
NM_001177984,236329_at
NM_001177984,236479_at
NM_001177984,237790_at
NM_001177984,244708_at
NM_001369788,235969_at
NM_001369788,236329_at
NM_001369788,236479_at
NM_001369788,237790_at
NM_001369788,244708_at
NM_014191,235969_at
NM_014191,236329_at
NM_014191,236479_at
NM_014191,237790_at
NM_014191,244708_at
NM_001202233,None
NM_001258401,228175_at
NM_001258401,228935_at
NM_001320198,None
NM_001039960,228175_at
NM_001039960,228935_at
NM_001243732,None
NM_001243731,None
NM_001243730,None
NM_000966,None
NM_001042728,None
NM_175078,237120_at
NM_175834,None
NM_001366559,228830_s_at
NM_001366561,228829_at
NM_001366561,228830_s_at
NM_001366561,235160_at
NM_001366561,244587_at
NM_001366560,228830_s_at
NM_006897,231936_at
NM_001366558,228829_at
NM_001366558,228830_s_at
NM_001366558,235160_at
NM_001366558,244587_at
NM_001130060,228829_at
NM_001130060,228830_s_at
NM_001130060,235160_at
NM_001130060,244587_at
NM_001366555,228829_at
NM_001366555,228830_s_at
NM_001366555,235160_at
NM_001366555,244587_at
NM_001366556,228829_at
NM_001366556,228830_s_at
NM_001366556,235160_at
NM_001366556,244587_at
NM_001366562,228829_at
NM_001366562,228830_s_at
NM_001366562,235160_at
NM_001366562,244587_at
NM_001206683,228829_at
NM_001206683,228830_s_at
NM_001206683,235160_at
NM_001206683,244587_at
NM_001206682,228829_at
NM_001206682,228830_s_at
NM_001206682,235160_at
NM_001206682,244587_at
NM_006856,228829_at
NM_006856,228830_s_at
NM_006856,235160_at
NM_006856,244587_at
NM_012117,226085_at
NM_012117,230752_at
NM_012117,231862_at
NM_012117,234990_at
NM_012117,241875_at
NM_012117,242069_at
NM_001366563,228829_at
NM_001366563,228830_s_at
NM_001366563,235160_at
NM_001366563,244587_at
NM_001144997,None
NM_001638,None
NM_001272101,None
NM_002429,None
NM_001798,None
NM_001367994,None
NM_052827,None
NM_001367993,None
NM_002206,None
NM_001982,226213_at
NM_001144996,None
NM_001290230,None
NM_006400,None
NM_001351209,None
NM_001330123,None
NM_001351213,None
NM_001348067,None
NM_001351207,None
NM_001330122,None
NM_001351208,None
NM_001351204,None
NM_001351216,None
NM_001178054,None
NM_001261413,None
NM_001330121,None
NM_001351211,None
NM_001351212,None
NM_014925,None
NM_001348065,None
NM_001348066,None
NM_001351217,None
NM_001351218,None
NM_001351205,None
NM_001351214,None
NM_002332,None
NM_001348068,None
NM_001351206,None
NM_001351215,None
NM_001261412,None
NM_013251,None
NM_001172697,None
NM_006576,233333_x_at
NM_006313,231990_at
NM_006313,244028_at
NM_001252078,231990_at
NM_001252078,244028_at
NM_001278471,229795_at
NM_001278471,237332_at
NM_001278471,242225_at
NM_001351160,231990_at
NM_001351160,244028_at
NM_001351165,231990_at
NM_001351165,244028_at
NM_001278470,229795_at
NM_001278470,237332_at
NM_001278470,242225_at
NM_015026,229795_at
NM_015026,237332_at
NM_015026,242225_at
NM_001351164,231990_at
NM_001351164,244028_at
NM_001351163,231990_at
NM_001351163,244028_at
NM_001278472,229795_at
NM_001278472,237332_at
NM_001278472,242225_at
NM_001278469,229795_at
NM_001278469,237332_at
NM_001278469,242225_at
NM_001351159,231990_at
NM_001351159,244028_at
NM_001351166,231990_at
NM_001351166,244028_at
NM_173812,230158_at
NM_173812,238784_at
NM_015279,None
NM_001170633,236840_at
NM_001330187,None
NM_001330188,None
NM_001330186,None
NM_001364838,None
NM_001099676,236840_at
NM_178169,227167_s_at
NM_178169,233233_at
NM_013254,None
NM_002076,None
NM_001193460,225782_at
NM_001193460,225790_at
NM_001193460,238583_at
NM_001193461,225782_at
NM_001193461,225790_at
NM_001193461,238583_at
NM_001031679,225782_at
NM_001031679,225790_at
NM_001031679,238583_at
NM_001300918,None
NM_003483,None
NM_198080,225782_at
NM_198080,225790_at
NM_198080,238583_at
NM_001366722,235957_at
NM_001142523,None
NM_001366724,235957_at
NM_001370285,None
NM_021150,235957_at
NM_001178074,235957_at
NM_001366723,235957_at
NM_033647,None
NM_007199,None
NM_001278462,225160_x_at
NM_001278462,229711_s_at
NM_001278462,237891_at
NM_001278462,238733_at
NM_001278462,244616_x_at
NM_001145339,225160_x_at
NM_001145339,229711_s_at
NM_001145339,237891_at
NM_001145339,238733_at
NM_001145339,244616_x_at
NM_002392,225160_x_at
NM_002392,229711_s_at
NM_002392,237891_at
NM_002392,238733_at
NM_002392,244616_x_at
NM_001367990,225160_x_at
NM_001367990,229711_s_at
NM_001367990,237891_at
NM_001367990,238733_at
NM_001367990,244616_x_at
NM_001145340,225160_x_at
NM_001145340,229711_s_at
NM_001145340,237891_at
NM_001145340,238733_at
NM_001145340,244616_x_at
NM_001145337,225160_x_at
NM_001145337,229711_s_at
NM_001145337,237891_at
NM_001145337,238733_at
NM_001145337,244616_x_at
NM_001874,235019_at
NM_001874,235706_at
NM_001874,241765_at
NM_001874,243403_x_at
NM_001198842,None
NM_006431,None
NM_182530,None
NM_002849,None
NM_002837,230250_at
NM_001206972,230250_at
NM_001207015,None
NM_001207016,None
NM_130846,None
NM_001206971,230250_at
NM_001330204,230250_at
NM_014505,222857_s_at
NM_014505,235930_at
NM_001109754,230250_at
NM_018279,226860_at
NM_018279,229126_at
NM_018279,230676_s_at
NM_001277226,None
NM_001277227,None
NM_003667,None
NM_173353,None
NM_001355025,224370_s_at
NM_152779,238296_at
NM_139137,240614_at
NM_001304964,238296_at
NM_001286548,224370_s_at
NM_001355023,224370_s_at
NM_001355026,224370_s_at
NM_001355027,224370_s_at
NM_001355030,224370_s_at
NM_001355031,224370_s_at
NM_001355032,224370_s_at
NM_001355033,224370_s_at
NM_153748,240614_at
NM_139136,240614_at
NM_001260497,240614_at
NM_001260498,240614_at
NM_001260499,240614_at
NM_001319655,228986_at
NM_001359626,None
NM_015336,None
NM_014903,None
NM_001024383,None
NM_001135805,None
NM_001135806,None
NM_005639,None
NM_001291901,None
NM_001143885,None
NM_001244992,None
NM_002480,None
NM_001244990,None
NM_001145026,None
NM_001143886,None
NM_001368062,None
NM_173591,None
NM_001220480,232073_at
NM_001220478,232073_at
NM_001220477,232073_at
NM_001220476,232073_at
NM_001324423,227929_at
NM_001324423,240027_at
NM_001324423,241652_x_at
NM_001330243,229222_at
NM_001330242,229222_at
NM_001220475,232073_at
NM_001220479,232073_at
NM_001220473,232073_at
NM_003625,232073_at
NM_024560,229222_at
NM_004664,227929_at
NM_004664,240027_at
NM_004664,241652_x_at
NM_001220474,232073_at
NM_001282536,232073_at
NM_032230,229018_at
NM_001319675,229018_at
NM_001347934,229018_at
NM_001079910,223817_at
NM_001366525,None
NM_001366524,None
NM_001199782,231832_at
NM_001682,None
NM_001199777,226283_at
NM_003774,231832_at
NM_001366523,None
NM_172240,226283_at
NM_001366520,None
NM_001199781,231832_at
NM_001366529,None
NM_001366532,None
NM_001366522,None
NM_001366521,None
NM_001366531,None
NM_001366527,None
NM_001366528,None
NM_001366526,None
NM_001366530,None
NM_001001323,None
NM_004950,None
NM_001731,None
NM_003566,225885_at
NM_001320101,None
NM_003805,None
NM_001320100,None
NM_001330126,None
NM_001320099,None
NM_005761,None
NM_001352115,223089_at
NM_001352115,223090_x_at
NM_001352115,223675_s_at
NM_001352096,223089_at
NM_001352096,223090_x_at
NM_001352096,223675_s_at
NM_020698,226489_at
NM_020698,235146_at
NM_001352118,223089_at
NM_001352118,223090_x_at
NM_001352118,223675_s_at
NM_001352097,223089_at
NM_001352097,223090_x_at
NM_001352097,223675_s_at
NM_001352091,223089_at
NM_001352091,223090_x_at
NM_001352091,223675_s_at
NM_001352090,223089_at
NM_001352090,223090_x_at
NM_001352090,223675_s_at
NM_001352089,223089_at
NM_001352089,223090_x_at
NM_001352089,223675_s_at
NM_001352100,223089_at
NM_001352100,223090_x_at
NM_001352100,223675_s_at
NM_001352088,223089_at
NM_001352088,223090_x_at
NM_001352088,223675_s_at
NM_001352105,223089_at
NM_001352105,223090_x_at
NM_001352105,223675_s_at
NM_001352095,223089_at
NM_001352095,223090_x_at
NM_001352095,223675_s_at
NM_001352119,223089_at
NM_001352119,223090_x_at
NM_001352119,223675_s_at
NM_017599,223089_at
NM_017599,223090_x_at
NM_017599,223675_s_at
NM_001352114,223089_at
NM_001352114,223090_x_at
NM_001352114,223675_s_at
NM_001352108,223089_at
NM_001352108,223090_x_at
NM_001352108,223675_s_at
NM_001352117,223089_at
NM_001352117,223090_x_at
NM_001352117,223675_s_at
NM_001352099,223089_at
NM_001352099,223090_x_at
NM_001352099,223675_s_at
NM_001352110,223089_at
NM_001352110,223090_x_at
NM_001352110,223675_s_at
NM_001352109,223089_at
NM_001352109,223090_x_at
NM_001352109,223675_s_at
NM_001352098,223089_at
NM_001352098,223090_x_at
NM_001352098,223675_s_at
NM_001352107,223089_at
NM_001352107,223090_x_at
NM_001352107,223675_s_at
NM_001352112,223089_at
NM_001352112,223090_x_at
NM_001352112,223675_s_at
NM_001352111,223089_at
NM_001352111,223090_x_at
NM_001352111,223675_s_at
NM_001352104,223089_at
NM_001352104,223090_x_at
NM_001352104,223675_s_at
NM_001352103,223089_at
NM_001352103,223090_x_at
NM_001352103,223675_s_at
NM_018351,226799_at
NM_001352113,223089_at
NM_001352113,223090_x_at
NM_001352113,223675_s_at
NM_003297,229956_at
NM_001352116,223089_at
NM_001352116,223090_x_at
NM_001352116,223675_s_at
NM_001352101,223089_at
NM_001352101,223090_x_at
NM_001352101,223675_s_at
NM_001352094,223089_at
NM_001352094,223090_x_at
NM_001352094,223675_s_at
NM_001352093,223089_at
NM_001352093,223090_x_at
NM_001352093,223675_s_at
NM_001352092,223089_at
NM_001352092,223090_x_at
NM_001352092,223675_s_at
NM_001352102,223089_at
NM_001352102,223090_x_at
NM_001352102,223675_s_at
NM_001352106,223089_at
NM_001352106,223090_x_at
NM_001352106,223675_s_at
NM_001329702,223315_at
NM_005230,None
NM_001329700,223315_at
NM_152435,229596_at
NM_002595,None
NM_001170464,None
NM_001329701,223315_at
NM_021229,223315_at
NM_001367885,None
NM_001306084,None
NM_001352222,227439_at
NM_001352222,227440_at
NM_001352222,227441_s_at
NM_001352222,240292_x_at
NM_001352220,227439_at
NM_001352220,227440_at
NM_001352220,227441_s_at
NM_001352220,240292_x_at
NM_001352218,227439_at
NM_001352218,227440_at
NM_001352218,227441_s_at
NM_001352218,240292_x_at
NM_001352214,227439_at
NM_001352214,227440_at
NM_001352214,227441_s_at
NM_001352214,240292_x_at
NM_001352213,227439_at
NM_001352213,227440_at
NM_001352213,227441_s_at
NM_001352213,240292_x_at
NM_001352192,227439_at
NM_001352192,227440_at
NM_001352192,227441_s_at
NM_001352192,240292_x_at
NM_001352225,227439_at
NM_001352225,227440_at
NM_001352225,227441_s_at
NM_001352225,240292_x_at
NM_001204070,227439_at
NM_001204070,227440_at
NM_001204070,227441_s_at
NM_001204070,240292_x_at
NM_001204079,227439_at
NM_001204079,227440_at
NM_001204079,227441_s_at
NM_001204079,240292_x_at
NM_001352224,227439_at
NM_001352224,227440_at
NM_001352224,227441_s_at
NM_001352224,240292_x_at
NM_001352223,227439_at
NM_001352223,227440_at
NM_001352223,227441_s_at
NM_001352223,240292_x_at
NM_001160,None
NM_001352190,227439_at
NM_001352190,227440_at
NM_001352190,227441_s_at
NM_001352190,240292_x_at
NM_001352210,227439_at
NM_001352210,227440_at
NM_001352210,227441_s_at
NM_001352210,240292_x_at
NM_001352209,227439_at
NM_001352209,227440_at
NM_001352209,227441_s_at
NM_001352209,240292_x_at
NM_001352198,227439_at
NM_001352198,227440_at
NM_001352198,227441_s_at
NM_001352198,240292_x_at
NM_001352208,227439_at
NM_001352208,227440_at
NM_001352208,227441_s_at
NM_001352208,240292_x_at
NM_001352207,227439_at
NM_001352207,227440_at
NM_001352207,227441_s_at
NM_001352207,240292_x_at
NM_001352197,227439_at
NM_001352197,227440_at
NM_001352197,227441_s_at
NM_001352197,240292_x_at
NM_020140,227439_at
NM_020140,227440_at
NM_020140,227441_s_at
NM_020140,240292_x_at
NM_181861,None
NM_001352189,227439_at
NM_001352189,227440_at
NM_001352189,227441_s_at
NM_001352189,240292_x_at
NM_001352212,227439_at
NM_001352212,227440_at
NM_001352212,227441_s_at
NM_001352212,240292_x_at
NM_001204065,227439_at
NM_001204065,227440_at
NM_001204065,227441_s_at
NM_001204065,240292_x_at
NM_001204069,227439_at
NM_001204069,227440_at
NM_001204069,227441_s_at
NM_001204069,240292_x_at
NM_181670,227439_at
NM_181670,227440_at
NM_181670,227441_s_at
NM_181670,240292_x_at
NM_001204066,227439_at
NM_001204066,227440_at
NM_001204066,227441_s_at
NM_001204066,240292_x_at
NM_001204068,227439_at
NM_001204068,227440_at
NM_001204068,227441_s_at
NM_001204068,240292_x_at
NM_001204067,227439_at
NM_001204067,227440_at
NM_001204067,227441_s_at
NM_001204067,240292_x_at
NM_001352193,227439_at
NM_001352193,227440_at
NM_001352193,227441_s_at
NM_001352193,240292_x_at
NM_001352203,227439_at
NM_001352203,227440_at
NM_001352203,227441_s_at
NM_001352203,240292_x_at
NM_001352217,227439_at
NM_001352217,227440_at
NM_001352217,227441_s_at
NM_001352217,240292_x_at
NM_001352216,227439_at
NM_001352216,227440_at
NM_001352216,227441_s_at
NM_001352216,240292_x_at
NM_001352191,227439_at
NM_001352191,227440_at
NM_001352191,227441_s_at
NM_001352191,240292_x_at
NM_001352201,227439_at
NM_001352201,227440_at
NM_001352201,227441_s_at
NM_001352201,240292_x_at
NM_001352200,227439_at
NM_001352200,227440_at
NM_001352200,227441_s_at
NM_001352200,240292_x_at
NM_001352219,227439_at
NM_001352219,227440_at
NM_001352219,227441_s_at
NM_001352219,240292_x_at
NM_001352206,227439_at
NM_001352206,227440_at
NM_001352206,227441_s_at
NM_001352206,240292_x_at
NM_001352196,227439_at
NM_001352196,227440_at
NM_001352196,227441_s_at
NM_001352196,240292_x_at
NM_001352195,227439_at
NM_001352195,227440_at
NM_001352195,227441_s_at
NM_001352195,240292_x_at
NM_001352205,227439_at
NM_001352205,227440_at
NM_001352205,227441_s_at
NM_001352205,240292_x_at
NM_001352194,227439_at
NM_001352194,227440_at
NM_001352194,227441_s_at
NM_001352194,240292_x_at
NM_001352204,227439_at
NM_001352204,227440_at
NM_001352204,227441_s_at
NM_001352204,240292_x_at
NM_181868,None
NM_181869,None
NM_001204080,227439_at
NM_001204080,227440_at
NM_001204080,227441_s_at
NM_001204080,240292_x_at
NM_001352202,227439_at
NM_001352202,227440_at
NM_001352202,227441_s_at
NM_001352202,240292_x_at
NM_001352211,227439_at
NM_001352211,227440_at
NM_001352211,227441_s_at
NM_001352211,240292_x_at
NM_001352199,227439_at
NM_001352199,227440_at
NM_001352199,227441_s_at
NM_001352199,240292_x_at
NM_013229,None
NM_001204081,227439_at
NM_001204081,227440_at
NM_001204081,227441_s_at
NM_001204081,240292_x_at
NM_001352221,227439_at
NM_001352221,227440_at
NM_001352221,227441_s_at
NM_001352221,240292_x_at
NM_005123,None
NM_001317784,224960_at
NM_001317784,224961_at
NM_001330254,224960_at
NM_001330254,224961_at
NM_001330256,224960_at
NM_001330256,224961_at
NM_001330253,224960_at
NM_001330253,224961_at
NM_001206979,None
NM_139319,None
NM_015054,None
NM_001206977,None
NM_001145288,None
NM_017988,224960_at
NM_017988,224961_at
NM_001206978,None
NM_001006947,None
NM_001206992,None
NM_001206993,None
NM_145913,237503_at
NM_001286615,229749_at
NM_001286615,236420_s_at
NM_014503,None
NM_178826,229749_at
NM_178826,236420_s_at
NM_001286616,229749_at
NM_001286616,236420_s_at
NM_024057,238637_at
NM_001278420,239977_at
NM_198521,239977_at
NM_017564,None
NM_001354304,242375_x_at
NM_001278419,239977_at
NM_001099336,239977_at
NM_000277,242375_x_at
NM_001261445,None
NM_001261446,None
NM_001173982,226368_at
NM_001173982,226372_at
NM_182729,None
NM_182742,None
NM_182743,None
NM_003299,239451_at
NM_018413,226368_at
NM_018413,226372_at
NM_013320,235264_at
NM_001093771,None
NM_003330,None
NM_015275,None
NM_001293640,None
NM_152318,226349_at
NM_152318,241407_at
NM_213594,223673_at
NM_018082,None
NM_001160708,None
NM_001351361,229637_at
NM_001330146,229637_at
NM_001351367,229637_at
NM_018157,229637_at
NM_001330145,229637_at
NM_001351362,229637_at
NM_001351363,229637_at
NM_001351364,229637_at
NM_001351366,229637_at
NM_032491,223673_at
NM_001206691,223673_at
NM_001330147,229637_at
NM_001347944,228570_at
NM_001347944,238692_at
NM_001347943,228570_at
NM_001347943,238692_at
NM_001017523,228570_at
NM_001017523,238692_at
NM_012406,None
NM_004075,None
NM_001018072,228570_at
NM_001018072,238692_at
NM_014653,229032_at
NM_001276471,222409_at
NM_018711,229818_at
NM_001304447,229032_at
NM_018984,None
NM_014325,222409_at
NM_014706,200069_at
NM_001105237,222409_at
NM_001114185,236686_at
NM_001135213,225558_at
NM_014776,225558_at
NM_001301182,236686_at
NM_001093,None
NM_139201,225558_at
NM_001330154,225558_at
NM_001135214,225558_at
NM_057170,225558_at
NM_000431,236686_at
NM_001330153,225558_at
NM_057169,225558_at
NM_001319682,None
NM_001319681,None
NM_001286243,244833_at
NM_057180,223026_s_at
NM_001286244,244833_at
NM_001319680,None
NM_152591,244833_at
NM_024549,None
NM_001082537,None
NM_016226,223026_s_at
NM_001082538,None
NM_001173975,None
NM_001282151,223026_s_at
NM_001282150,223026_s_at
NM_001173976,None
NM_001310121,238589_s_at
NM_002973,238589_s_at
NM_001310123,238589_s_at
NM_001193531,227172_at
NM_001193531,234133_s_at
NM_006768,None
NM_005475,None
NM_001372574,238589_s_at
NM_000690,None
NM_001294314,227172_at
NM_001294314,234133_s_at
NM_138341,227172_at
NM_138341,234133_s_at
NM_001193453,227172_at
NM_001193453,234133_s_at
NM_001204889,None
NM_024953,225888_at
NM_024953,227245_at
NM_024953,236816_at
NM_001347954,None
NM_001301202,233144_s_at
NM_002535,228607_at
NM_002834,241930_x_at
NM_001347953,None
NM_016817,228607_at
NM_001347952,None
NM_001347955,None
NM_014954,None
NM_004658,233144_s_at
NM_080601,241930_x_at
NM_001330437,241930_x_at
NM_001143854,None
NM_001193521,233144_s_at
NM_001193520,233144_s_at
NM_001032731,228607_at
NM_001146699,None
NM_016196,None
NM_001159727,227853_at
NM_001159727,228845_at
NM_001146698,None
NM_173542,227853_at
NM_173542,228845_at
NM_015335,242911_at
NM_012174,231883_at
NM_015002,None
NM_001168325,None
NM_000620,231916_at
NM_000620,239132_at
NM_000620,240911_at
NM_032814,None
NM_001204218,231916_at
NM_001204218,239132_at
NM_001204218,240911_at
NM_033624,None
NM_153348,231883_at
NM_017899,None
NM_001109903,None
NM_016281,None
NM_173598,230551_at
NM_001346488,None
NM_001346490,None
NM_001346491,None
NM_001346489,None
NM_001346487,None
NM_001346493,None
NM_001346492,None
NM_019086,223845_at
NM_019086,226485_at
NM_019086,242264_at
NM_194286,230010_at
NM_194286,236151_at
NM_194286,237828_at
NM_000928,None
NM_001206999,242872_at
NM_207311,228320_x_at
NM_001367886,228320_x_at
NM_006253,None
NM_007174,242872_at
NM_006836,None
NM_176818,225430_at
NM_172226,None
NM_006549,None
NM_001306179,None
NM_172216,None
NM_153500,None
NM_000545,None
NM_001270485,None
NM_139015,224638_at
NM_139015,224639_at
NM_139015,224640_at
NM_032590,226215_s_at
NM_001270486,None
NM_153499,None
NM_001080533,None
NM_001005366,226215_s_at
NM_001261400,None
NM_002956,240444_x_at
NM_002956,242287_at
NM_014708,None
NM_198240,240444_x_at
NM_198240,242287_at
NM_002813,None
NM_001247997,240444_x_at
NM_001247997,242287_at
NM_020993,None
NM_001024808,None
NM_001080825,236667_at
NM_201435,231567_s_at
NM_020845,232950_s_at
NM_022782,237158_s_at
NM_001167856,229528_at
NM_001167856,230407_at
NM_019625,232950_s_at
NM_019624,232950_s_at
NM_001243013,232950_s_at
NM_001300801,232950_s_at
NM_203444,232950_s_at
NM_018183,229528_at
NM_018183,230407_at
NM_001243014,232950_s_at
NM_001204299,227320_at
NM_152437,224593_at
NM_001206654,236025_at
NM_006312,236025_at
NM_001204298,224593_at
NM_001347902,227320_at
NM_001077261,236025_at
NM_207437,229738_at
NM_001372106,229738_at
NM_001366854,236468_at
NM_001366854,236824_at
NM_052907,236468_at
NM_052907,236824_at
NM_133448,236377_at
NM_001351049,None
NM_001351233,237995_at
NM_001351233,238817_at
NM_001351227,237995_at
NM_001351227,238817_at
NM_001351229,237995_at
NM_001351229,238817_at
NM_001351230,237995_at
NM_001351230,238817_at
NM_001351232,237995_at
NM_001351232,238817_at
NM_001351052,None
NM_001351051,None
NM_001351050,None
NM_001351231,237995_at
NM_001351231,238817_at
NM_015347,237995_at
NM_015347,238817_at
NM_001351228,237995_at
NM_001351228,238817_at
NM_001351226,237995_at
NM_001351226,238817_at
NM_001980,None
NM_194356,None
NM_004592,240078_at
NM_001261411,240078_at
NM_015409,230628_at
NM_015409,230629_s_at
NM_001127372,228630_at
NM_001367871,225703_at
NM_001367871,225704_at
NM_001367871,228522_at
NM_006231,None
NM_001289971,228630_at
NM_005895,226949_at
NM_001142641,225703_at
NM_001142641,225704_at
NM_001142641,228522_at
NM_001122636,229451_at
NM_001289972,228630_at
NM_003428,228630_at
NM_003044,None
NM_001122847,None
NM_001206931,None
NM_001122848,None
NM_001042603,226367_at
NM_001042603,226371_at
NM_001042603,230226_s_at
NM_032358,224521_s_at
NM_001130146,224521_s_at
NM_001367996,None
NM_001294346,None
NM_001294345,None
NM_001297420,None
NM_030775,223537_s_at
NM_032642,223537_s_at
NM_001319292,226093_at
NM_202003,None
NM_202002,None
NM_001243089,None
NM_001365175,None
NM_001365174,None
NM_001243088,None
NM_031474,None
NM_002014,None
NM_018463,226295_at
NM_018463,239070_at
NM_021953,None
NM_001160408,None
NM_003324,None
NM_001286521,229138_at
NM_001286522,229138_at
NM_020367,229138_at
NM_001759,None
NM_020996,None
NM_020638,None
NM_001304811,222613_at
NM_001346153,222613_at
NM_001346155,222613_at
NM_001346156,222613_at
NM_001346157,222613_at
NM_001352962,222613_at
NM_006479,None
NM_001130862,None
NM_020374,222613_at
NM_001282286,None
NM_001282285,None
NM_001278309,None
NM_003845,None
NM_006422,None
NM_005002,242620_at
NM_017417,None
NM_000217,230849_at
NM_002234,None
NM_002527,None
NM_001102654,None
NM_001330312,None
NM_001769,None
NM_001038,None
NM_001159576,None
NM_018173,None
NM_002342,243400_x_at
NM_001159575,None
NM_001346091,None
NM_001144856,None
NM_001065,None
NM_001346092,None
NM_001144857,None
NM_001270987,243400_x_at
NM_001256799,AFFX-HUMGAPDH/M33197_3_at
NM_001256799,AFFX-HUMGAPDH/M33197_5_at
NM_001256799,AFFX-HUMGAPDH/M33197_M_at
NM_001289746,AFFX-HUMGAPDH/M33197_3_at
NM_001289746,AFFX-HUMGAPDH/M33197_5_at
NM_001289746,AFFX-HUMGAPDH/M33197_M_at
NM_016497,223086_x_at
NM_016497,224334_s_at
NM_001297438,None
NM_016830,None
NM_002046,AFFX-HUMGAPDH/M33197_3_at
NM_002046,AFFX-HUMGAPDH/M33197_5_at
NM_002046,AFFX-HUMGAPDH/M33197_M_at
NM_001351355,None
NM_199245,None
NM_014865,None
NM_001357943,AFFX-HUMGAPDH/M33197_3_at
NM_001357943,AFFX-HUMGAPDH/M33197_5_at
NM_001357943,AFFX-HUMGAPDH/M33197_M_at
NM_018009,None
NM_001242,None
NM_001289745,AFFX-HUMGAPDH/M33197_3_at
NM_001289745,AFFX-HUMGAPDH/M33197_5_at
NM_001289745,AFFX-HUMGAPDH/M33197_M_at
NM_014231,None
NM_001273,None
NM_001297553,None
NM_001127586,None
NM_001258308,None
NM_020400,230252_at
NM_020400,231788_at
NM_001258309,None
NM_001258310,None
NM_006170,None
NM_001127585,None
NM_001127584,None
NM_001033714,None
NM_001363606,None
NM_016162,None
NM_032489,223717_s_at
NM_032489,223718_at
NM_032489,230833_at
NM_001142961,230252_at
NM_001142961,231788_at
NM_001127582,None
NM_001127583,None
NM_001164093,None
NM_001330333,None
NM_001164095,None
NM_001244014,228165_at
NM_005439,None
NM_002286,None
NM_002824,None
NM_153685,228165_at
NM_016319,None
NM_001244015,228165_at
NM_001164094,None
NM_000365,None
NM_019858,None
NM_138425,224719_s_at
NM_001975,None
NM_001297571,None
NM_031299,223307_at
NM_001258026,None
NM_001297604,223307_at
NM_001297603,223307_at
NM_001297602,223307_at
NM_001319670,223580_at
NM_001301838,224719_s_at
NM_001301837,224719_s_at
NM_001940,None
NM_003481,None
NM_032641,223580_at
NM_001146316,223580_at
NM_014262,None
NM_001159287,None
NM_014449,None
NM_001301836,224719_s_at
NM_001301834,224719_s_at
NM_001331019,223307_at
NM_001098536,None
NM_006992,None
NM_001007026,None
NM_001135217,None
NM_201650,None
NM_002075,None
NM_001346850,None
NM_002831,None
NM_001267700,None
NM_001144831,None
NM_001734,None
NM_006331,None
NM_201442,None
NM_005768,None
NM_001320049,None
NM_080549,None
NM_031491,223820_at
NM_016546,233645_s_at
NM_001733,None
NM_001297643,233645_s_at
NM_001329454,223820_at
NM_001297640,233645_s_at
NM_001297642,233645_s_at
NM_014718,None
NM_001354346,None
NM_174941,223655_at
NM_001297650,223655_at
NM_199286,231385_at
NM_020634,None
NM_001644,None
NM_001304566,None
NM_005889,None
NM_001145465,None
NM_024865,231079_at
NM_001297698,231079_at
NM_006931,236571_at
NM_001326475,None
NM_004054,None
NM_001326477,None
NM_018416,None
NM_015509,None
NM_018088,None
NM_001004328,237711_at
NM_001319982,None
NM_001007033,None
NM_001317999,None
NM_014358,222934_s_at
NM_020661,224499_s_at
NM_001330343,224499_s_at
NM_001352267,225978_at
NM_001352267,225999_at
NM_001352267,226164_x_at
NM_001352267,229344_x_at
NM_001352267,236911_at
NM_001352268,225978_at
NM_001352268,225999_at
NM_001352268,226164_x_at
NM_001352268,229344_x_at
NM_001352268,236911_at
NM_001352269,225978_at
NM_001352269,225999_at
NM_001352269,226164_x_at
NM_001352269,229344_x_at
NM_001352269,236911_at
NM_001352270,225978_at
NM_001352270,225999_at
NM_001352270,226164_x_at
NM_001352270,229344_x_at
NM_001352270,236911_at
NM_001352271,225978_at
NM_001352271,225999_at
NM_001352271,226164_x_at
NM_001352271,229344_x_at
NM_001352271,236911_at
NM_020734,225978_at
NM_020734,225999_at
NM_020734,226164_x_at
NM_020734,229344_x_at
NM_020734,236911_at
NM_001297776,225978_at
NM_001297776,225999_at
NM_001297776,226164_x_at
NM_001297776,229344_x_at
NM_001297776,236911_at
NM_144670,None
NM_001282424,None
NM_004426,225958_at
NM_001207024,None
NM_002355,None
NM_005810,None
NM_001329101,None
NM_001329102,None
NM_001329103,None
NM_001329099,None
NM_001347425,None
NM_001347424,None
NM_001347423,None
NM_000014,None
NM_002258,None
NM_001267701,None
NM_172004,None
NM_001253750,None
NM_001781,None
NM_001130711,None
