initial_alias	converted_alias
NM_001143978	ZCCHC18
NM_001350212	TMSB15B
NM_153448	ESX1
NM_001291277	TEX13A
NM_031274	TEX13A
NM_018015	RADX
NM_001184782	RADX
NM_194463	RNF128
NM_024539	RNF128
NM_001171095	CLDN2
NM_020384	CLDN2
NM_138382	RIPPLY1
NM_001171092	CLDN2
NM_001171706	RIPPLY1
NM_017681	NUP62CL
NM_004089	TSC22D3
NM_001204402	PRPS1
NM_001015881	TSC22D3
NM_002764	PRPS1
NM_001348372	NCBP2L
NM_031273	TEX13B
NM_002814	PSMD10
NM_001170553	VSIG1
NM_170750	PSMD10
NM_182607	VSIG1
NM_003604	IRS4
NM_001242617	NXT2
NM_018698	NXT2
NM_001242618	NXT2
NM_012282	KCNE5
NM_020769	RTL9
NM_014289	CAPN6
NM_000555	DCX
NM_001354473	SERTM2
NM_001257231	ALG13
NM_001324293	ALG13
NM_001257235	ALG13
NM_001257234	ALG13
NM_001324290	ALG13
NM_001039210	ALG13
NM_001257237	ALG13
NM_018466	ALG13
NM_001324291	ALG13
NM_001324294	ALG13
NM_001168385	ALG13
NM_001324292	ALG13
NM_001257240	ALG13
NM_001257241	ALG13
NM_001257239	ALG13
NM_001099922	ALG13
NM_001257230	ALG13
NM_001195576	TRPC5OS
NM_001195577	TRPC5OS
NM_001195578	TRPC5OS
NM_178175	LHFPL1
NM_133265	AMOT
NM_000640	IL13RA2
NM_001145346	RBMXL3
NM_016383	LUZP4
NM_001318840	LUZP4
NM_000686	AGTR2
NM_001017978	CT83
NM_007231	SLC6A14
NM_001312891	ZCCHC12
NM_173798	ZCCHC12
NM_001282621	PGRMC1
NM_006667	PGRMC1
NM_001152	SLC25A5
NM_022101	STEEP1
NM_001170569	STEEP1
NM_001282161	UBE2A
NM_003336	UBE2A
NM_181762	UBE2A
NM_017544	None
NM_001170570	STEEP1
NM_001105576	SOWAHD
NM_001000	RPL39
NM_006978	RNF113A
NM_178813	AKAP14
NM_004541	NDUFA1
NM_023010	UPF3B
NM_080632	UPF3B
NM_001008535	AKAP14
NM_001008534	AKAP14
NM_139282	RHOXF1
NM_032498	RHOXF2
NM_032498	RHOXF2
NM_001099685	RHOXF2B
NM_001099685	RHOXF2B
NM_006777	ZBTB33
NM_001184742	ZBTB33
NM_001104545	TMEM255A
NM_017938	TMEM255A
NM_001104544	TMEM255A
NM_012069	ATP1B4
NM_001142447	ATP1B4
NM_001330624	CUL4B
NM_003588	CUL4B
NM_001079872	CUL4B
NM_001369145	CUL4B
NM_001011551	C1GALT1C1
NM_014060	MCTS1
NM_001137554	MCTS1
NM_152692	C1GALT1C1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080144	CT47A3
NM_001080146	CT47A1
NM_001242922	CT47A12
NM_001242922	CT47A12
NM_173571	CT47A11
NM_173571	CT47A11
NM_173571	CT47A11
NM_173571	CT47A11
NM_173571	CT47A11
NM_173571	CT47A11
NM_173571	CT47A11
NM_001242922	CT47A12
NM_001242922	CT47A12
NM_001080143	CT47A4
NM_001242922	CT47A12
NM_001080138	CT47A9
NM_001080137	CT47A10
NM_001080137	CT47A10
NM_001080139	CT47A8
NM_001080143	CT47A4
NM_001242922	CT47A12
NM_001242922	CT47A12
NM_173571	CT47A11
NM_001080144	CT47A3
NM_001080144	CT47A3
NM_001242922	CT47A12
NM_001080138	CT47A9
NM_001080142	CT47A5
NM_001145718	CT47B1
NM_001080144	CT47A3
NM_001080144	CT47A3
NM_001080145	CT47A2
NM_001080145	CT47A2
NM_001080145	CT47A2
NM_001080138	CT47A9
NM_001080138	CT47A9
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080146	CT47A1
NM_001080145	CT47A2
NM_001080145	CT47A2
NM_001080145	CT47A2
NM_001080145	CT47A2
NM_001080145	CT47A2
NM_001080144	CT47A3
NM_001080144	CT47A3
NM_001080144	CT47A3
NM_001080143	CT47A4
NM_001080143	CT47A4
NM_001080143	CT47A4
NM_001080143	CT47A4
NM_001080143	CT47A4
NM_001080143	CT47A4
NM_001080142	CT47A5
NM_001080142	CT47A5
NM_001080142	CT47A5
NM_001080142	CT47A5
NM_001080142	CT47A5
NM_001080142	CT47A5
NM_001080142	CT47A5
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080141	CT47A6
NM_001080140	CT47A7
NM_001080139	CT47A8
NM_001080139	CT47A8
NM_001080139	CT47A8
NM_001080139	CT47A8
NM_001080139	CT47A8
NM_001080139	CT47A8
NM_001080139	CT47A8
NM_001080138	CT47A9
NM_001080138	CT47A9
NM_001080138	CT47A9
NM_001080138	CT47A9
NM_001080137	CT47A10
NM_001080137	CT47A10
NM_001080137	CT47A10
NM_001080137	CT47A10
NM_001080137	CT47A10
NM_001080137	CT47A10
NM_001242922	CT47A12
NM_001080143	CT47A4
NM_001080138	CT47A9
NM_173571	CT47A11
NM_001080139	CT47A8
NM_012084	GLUD2
NM_001080146	CT47A1
NM_001080145	CT47A2
NM_001080144	CT47A3
NM_001080142	CT47A5
NM_001080141	CT47A6
NM_001080137	CT47A10
NM_001256743	GRIA3
NM_001114937	SH2D1A
NM_002351	SH2D1A
NM_001355534	TEX13D
NM_001195272	TEX13C
NM_001013628	DCAF12L2
NM_178470	DCAF12L1
NM_001122716	PRR32
NM_138289	ACTRT1
NM_001587	OCRL
NM_001318784	OCRL
NM_000276	OCRL
NM_017413	APLN
NM_016032	ZDHHC9
NM_001008222	ZDHHC9
NM_018990	SASH3
NM_006649	UTP14A
NM_001166221	UTP14A
NM_001130846	AIFM1
NM_001127197	ELF4
NM_001421	ELF4
NM_004794	RAB33A
NM_017666	ZNF280C
NM_178471	GPR119
NM_001282196	SLC25A14
NM_001282197	SLC25A14
NM_001282198	SLC25A14
NM_016024	RBMX2
NM_001282195	SLC25A14
NM_001330651	ARHGAP36
NM_001170961	IGSF1
NM_001170962	IGSF1
NM_205833	IGSF1
NM_001170963	IGSF1
NM_001555	IGSF1
NM_016542	STK26
NM_001042453	STK26
NM_001042452	STK26
NM_001271186	RAP2C
NM_021183	RAP2C
NM_001271187	RAP2C
NM_031907	USP26
NM_016521	TFDP3
NM_001353453	CCDC160
NM_001101357	CCDC160
NM_001015877	PHF6
NM_032335	PHF6
NM_032458	PHF6
NM_001170756	PABIR2
NM_145284	PABIR2
NM_138819	PABIR3
NM_001331093	PABIR2
NM_001331091	PABIR2
NM_001331094	PABIR2
NM_001365743	PABIR3
NM_001365744	PABIR3
NM_001365747	PABIR3
NM_001365746	PABIR3
NM_001365745	PABIR3
NM_001365748	PABIR3
NM_001166599	PABIR2
NM_001331088	PABIR2
NM_001331089	PABIR2
NM_001331090	PABIR2
NM_001331092	PABIR2
NM_001166600	PABIR2
NM_001170780	PABIR3
NM_001170781	PABIR3
NM_001170782	PABIR3
NM_001170784	PABIR3
NM_001170783	PABIR3
NM_001170757	PABIR2
NM_001170779	PABIR3
NM_001163438	SMIM10
NM_019556	MOSPD1
NM_001306188	MOSPD1
NM_001348255	SMIM10L2B
NM_001355519	ETDB
NM_001078173	RTL8B
NM_001078172	RTL8A
NM_001078171	RTL8C
NM_001134321	RTL8A
NM_001355522	ETDA
NM_017863	CT55
NM_001031705	CT55
NM_007131	ZNF75D
NM_001185063	ZNF75D
NM_152695	ZNF449
NM_203306	SMIM10L2A
NM_001017438	CT45A6
NM_001172288	CT45A5
NM_001017435	CT45A3
NM_001007551	CT45A5
NM_001017417	CT45A1
NM_001370149	CT45A3
NM_001291543	CT45A7
NM_001370148	CT45A3
NM_001172288	CT45A5
NM_018666	SAGE1
NM_152582	CT45A2
NM_152582	CT45A2
NM_152582	CT45A2
NM_001291540	CT45A9
NM_001291535	CT45A8
NM_001291535	CT45A8
NM_001291535	CT45A8
NM_001291527	CT45A10
NM_001291540	CT45A9
NM_001291540	CT45A9
NM_001017438	CT45A6
NM_001172288	CT45A5
NM_001007551	CT45A5
NM_001321271	CT45A9
NM_001007551	CT45A5
NM_001321271	CT45A9
NM_001321271	CT45A9
NM_001291528	CT45A10
NM_001291529	CT45A10
NM_001291530	CT45A10
NM_001017438	CT45A6
NM_001291543	CT45A7
NM_001291543	CT45A7
NM_001177651	SLC9A6
NM_001330652	SLC9A6
NM_001042537	SLC9A6
NM_173470	MMGT1
NM_006359	SLC9A6
NM_001330000	MMGT1
NM_024597	MAP7D3
NM_001159701	FHL1
NM_001330659	FHL1
NM_001159699	FHL1
NM_001173517	MAP7D3
NM_001173516	MAP7D3
NM_001369331	FHL1
NM_001727	BRS3
NM_001163280	HTATSF1
NM_014500	HTATSF1
NM_016267	VGLL1
NM_000074	CD40LG
NM_002139	RBMX
NM_001164803	RBMX
NM_001330661	ZIC3
NM_003413	ZIC3
NM_001313913	F9
NM_000133	F9
NM_001010986	ATP11C
NM_173694	ATP11C
NM_001013403	CXorf66
NM_001271560	HAPSTR2
NM_004065	None
NM_032461	SPANXB1
NM_012317	LDOC1
NM_022661	SPANXC
NM_001318917	None
NM_145662	SPANXA2
NM_145662	SPANXA2
NM_013453	SPANXA1
NM_013453	SPANXA1
NM_032417	SPANXD
NM_005462	MAGEC1
NM_177456	MAGEC3
NM_016249	MAGEC2
NM_001009613	SPANXN4
NM_001009609	SPANXN3
NM_001184749	SLITRK4
NM_001184750	SLITRK4
NM_173078	SLITRK4
NM_001012989	None
NM_001009614	SPANXN1
NM_001144006	SLITRK2
NM_001144010	SLITRK2
NM_001144009	SLITRK2
NM_032539	SLITRK2
NM_001144005	SLITRK2
NM_001144003	SLITRK2
NM_001144004	SLITRK2
NM_001144008	SLITRK2
NM_001144064	CXorf51A
NM_001244892	CXorf51B
NM_001244892	CXorf51B
NM_001144064	CXorf51A
NM_001185082	FMR1
NM_001185081	FMR1
NM_001185075	FMR1
NM_002024	FMR1
NM_001185076	FMR1
NM_152578	FMR1NB
NM_006123	IDS
NM_001324277	EOLA1
NM_001171908	EOLA1
NM_001171907	EOLA1
NM_001324280	EOLA1
NM_001166550	IDS
NM_001324275	EOLA1
NM_001324274	EOLA1
NM_001324278	EOLA1
NM_000202	IDS
NM_178124	EOLA1
NM_001174092	TMEM185A
NM_001080790	MAGEA9B
NM_001282302	TMEM185A
NM_001164415	HSFX2
NM_005365	MAGEA9
NM_032508	TMEM185A
NM_016153	HSFX1
NM_001164415	HSFX2
NM_005366	MAGEA11
NM_005365	MAGEA9
NM_016153	HSFX1
NM_001011544	MAGEA11
NM_001080790	MAGEA9B
NM_005364	MAGEA8
NM_001013845	EOLA2
NM_001166400	MAGEA8
NM_001166401	MAGEA8
NM_005342	HMGB3
NM_001301228	HMGB3
NM_001301231	HMGB3
NM_001301229	HMGB3
NM_004224	GPR50
NM_001363810	VMA21
NM_001017980	VMA21
NM_005140	CNGA2
NM_033085	FATE1
NM_001372163	PRRG3
NM_024082	PRRG3
NM_001372165	PRRG3
NM_004961	GABRE
NM_001011549	MAGEA4
NM_001011548	MAGEA4
NM_002362	MAGEA4
NM_001011550	MAGEA4
NM_021049	None
NM_001251828	MAGEA10
NM_021048	MAGEA10
NM_001011543	MAGEA10
NM_001204811	None
NM_018558	GABRQ
NM_001282502	MAGEA2
NM_001282501	MAGEA2
NM_001282502	MAGEA2
NM_001282504	MAGEA2
NM_001282505	MAGEA2
NM_001282504	MAGEA2
NM_175868	MAGEA6
NM_175743	MAGEA2
NM_005363	MAGEA6
NM_001166387	MAGEA12
NM_001166386	MAGEA12
NM_153488	MAGEA2B
NM_153488	MAGEA2B
NM_005367	MAGEA12
NM_005361	MAGEA2
NM_005361	MAGEA2
NM_001282501	MAGEA2
NM_001321404	MAGEA2B
NM_001129826	CSAG3
NM_001321401	MAGEA2B
NM_001321403	MAGEA2B
NM_001129828	CSAG3
NM_001129828	CSAG3
NM_001129826	CSAG3
NM_001282505	MAGEA2
NM_153478	CSAG1
NM_001102576	CSAG1
NM_001321404	MAGEA2B
NM_001321400	MAGEA2B
NM_001321403	MAGEA2B
NM_001321402	MAGEA2B
NM_001321402	MAGEA2B
NM_001321400	MAGEA2B
NM_001321401	MAGEA2B
NM_175743	MAGEA2
NM_175742	MAGEA2
NM_175742	MAGEA2
NM_015922	NSDHL
NM_001129765	NSDHL
NM_013364	PNMA3
NM_001282535	PNMA3
NM_032882	PNMA6A
NM_052926	PNMA5
NM_001184924	PNMA5
NM_001103150	PNMA5
NM_001103151	PNMA5
NM_004988	MAGEA1
NM_001354980	PNMA6F
NM_001367757	ZNF275
NM_001080485	ZNF275
NM_001351293	PNMA6E
NM_017518	None
NM_001367770	PNMA6E
NM_001351294	PNMA6E
NM_001001344	ATP2B3
NM_152274	CCNQ
NM_001130997	CCNQ
NM_021949	ATP2B3
NM_001711	BGN
NM_001318503	DUSP9
NM_001256447	BCAP31
NM_001139441	BCAP31
NM_001366977	PNCK
NM_005629	SLC6A8
NM_001142806	SLC6A8
NM_001142805	SLC6A8
NM_001366979	PNCK
NM_001366978	PNCK
NM_000033	ABCD1
NM_001139457	BCAP31
NM_005745	BCAP31
NM_001366975	PNCK
NM_001366976	PNCK
NM_001366980	PNCK
NM_001135740	PNCK
NM_001039582	PNCK
NM_001395	DUSP9
NM_001170760	SRPK3
NM_001303512	PDZD4
NM_001204526	SSR4
NM_014370	SRPK3
NM_001204527	SSR4
NM_001170761	SRPK3
NM_001143963	L1CAM
NM_001163257	PLXNB3
NM_024003	L1CAM
NM_005393	PLXNB3
NM_004135	IDH3G
NM_032512	PDZD4
NM_006280	SSR4
NM_174869	IDH3G
NM_001303515	PDZD4
NM_001303516	PDZD4
NM_001303514	PDZD4
NM_000425	L1CAM
NM_001303513	PDZD4
NM_005334	HCFC1
NM_001666	ARHGAP4
NM_003491	NAA10
NM_002910	RENBP
NM_003492	TMEM187
NM_001146151	AVPR2
NM_001256119	NAA10
NM_001256120	NAA10
NM_000054	AVPR2
NM_001164741	ARHGAP4
NM_001569	IRAK1
NM_001316337	MECP2
NM_001025243	IRAK1
NM_004992	MECP2
NM_001369394	MECP2
NM_001369393	MECP2
NM_001369391	MECP2
NM_001025242	IRAK1
NM_001110792	MECP2
NM_001369392	MECP2
NM_001330067	OPN1MW3
NM_001048181	OPN1MW2
NM_001048181	OPN1MW2
NM_001330067	OPN1MW3
NM_001048181	OPN1MW2
NM_000513	OPN1MW
NM_000513	OPN1MW
NM_020061	OPN1LW
NM_001330067	OPN1MW3
NM_001303624	RPL10
NM_001303625	RPL10
NM_001110556	FLNA
NM_001456	FLNA
NM_006013	RPL10
NM_001256580	RPL10
NM_001256577	RPL10
NM_012253	TKTL1
NM_001145933	TKTL1
NM_001303626	RPL10
NM_001145934	TKTL1
NM_000117	EMD
NM_001183	ATP6AP1
NM_004699	FAM50A
NM_001171132	FAM3A
NM_001171133	FAM3A
NM_001363822	FAM3A
NM_006014	LAGE3
NM_017514	PLXNA3
NM_019848	SLC10A3
NM_000116	TAFAZZIN
NM_001493	GDI1
NM_001171134	FAM3A
NM_001282311	FAM3A
NM_001282312	FAM3A
NM_014235	UBL4A
NM_181313	TAFAZZIN
NM_021806	FAM3A
NM_001142392	SLC10A3
NM_001142391	SLC10A3
NM_001303465	TAFAZZIN
NM_181312	TAFAZZIN
NM_181311	TAFAZZIN
NM_001321397	IKBKG
NM_001321396	IKBKG
NM_172377	CTAG2
NM_001099857	IKBKG
NM_003639	IKBKG
NM_001327	CTAG1B
NM_001327	CTAG1B
NM_139250	CTAG1A
NM_001099856	IKBKG
NM_020994	CTAG2
NM_139250	CTAG1A
NM_001145255	IKBKG
NM_001282283	GAB3
NM_001363	DKC1
NM_080612	GAB3
NM_001142463	DKC1
NM_001288747	DKC1
NM_001081573	GAB3
NM_080720	H2AB3
NM_019863	F8
NM_001017991	H2AB2
NM_001017990	H2AB1
NM_001162936	SMIM9
NM_012151	F8A1
NM_024332	BRCC3
NM_001242640	BRCC3
NM_001018055	BRCC3
NM_001018024	CMC4
NM_001018025	MTCP1
NM_001303545	VBP1
NM_171998	RAB39B
NM_001303544	VBP1
NM_003372	VBP1
NM_001303543	VBP1
NM_080720	H2AB3
NM_001017991	H2AB2
NM_012151	F8A1
NM_001017990	H2AB1
NM_080720	H2AB3
NM_001017991	H2AB2
NM_012151	F8A1
NM_001017990	H2AB1
NM_005840	SPRY3
NM_005638	VAMP7
NM_005638	VAMP7
NM_001185183	VAMP7
NM_001185183	VAMP7
NM_001145149	VAMP7
NM_001145149	VAMP7
NM_002186	IL9R
NM_002186	IL9R
NM_176786	IL9R
NM_176786	IL9R
NM_001364870	CSPP1
NM_001291339	CSPP1
NM_001364869	CSPP1
NM_001363133	CSPP1
NM_024790	CSPP1
NM_001363131	CSPP1
NM_001363132	CSPP1
NM_001321777	SNTG1
NM_001287814	SNTG1
NM_001321773	SNTG1
NM_001321776	SNTG1
NM_024787	RNF122
NM_006766	KAT6A
NM_001321775	SNTG1
NM_001287813	SNTG1
NM_001321778	SNTG1
NM_018967	SNTG1
NM_001305878	KAT6A
NM_001330561	HNF4G
NM_001346810	DLGAP2
NM_033225	CSMD1
NM_003970	MYOM2
NM_001322881	SGCZ
NM_139167	SGCZ
NM_006765	TUSC3
NM_001330465	BLK
NM_001356429	TUSC3
NM_001715	BLK
NM_001322879	SGCZ
NM_001322880	SGCZ
NM_178234	TUSC3
NM_001362819	PSD3
NM_015310	PSD3
NM_003842	TNFRSF10B
NM_147187	TNFRSF10B
NM_006867	RBPMS
NM_001008711	RBPMS
NM_013962	NRG1
NM_001008712	RBPMS
NM_001008710	RBPMS
NM_001352793	TACC1
NM_001352779	TACC1
NM_001352804	TACC1
NM_001352796	TACC1
NM_080872	UNC5D
NM_001352778	TACC1
NM_001352780	TACC1
NM_001352800	None
NM_001122824	TACC1
NM_001352781	TACC1
NM_001352801	TACC1
NM_001352803	TACC1
NM_001352799	TACC1
NM_001352785	TACC1
NM_001352786	TACC1
NM_001352787	TACC1
NM_001352788	TACC1
NM_001352789	TACC1
NM_001352792	TACC1
NM_001352795	TACC1
NM_001146216	TACC1
NM_001352783	TACC1
NM_001330521	TACC1
NM_001352790	TACC1
NM_001135731	ZMAT4
NM_024645	ZMAT4
NM_001322818	UNC5D
NM_001352782	TACC1
NM_001352784	TACC1
NM_001362878	ERLIN2
NM_001352797	TACC1
NM_006283	TACC1
NM_001352794	TACC1
NM_001352798	TACC1
NM_007175	ERLIN2
NM_032410	HOOK3
NM_144651	PXDNL
NM_001316690	CHD7
NM_017780	CHD7
NM_033105	DNAJC5B
NM_001349432	DNAJC5B
NM_001304533	NKAIN3
NM_001370336	EYA1
NM_001321707	NCOA2
NM_001321713	NCOA2
NM_001288574	EYA1
NM_001370335	EYA1
NM_001321712	NCOA2
NM_001288575	EYA1
NM_006540	NCOA2
NM_172058	EYA1
NM_024870	PREX2
NM_001321703	NCOA2
NM_001321711	NCOA2
NM_172059	EYA1
NM_001362931	GDAP1
NM_001370333	EYA1
NM_000503	EYA1
NM_001370334	EYA1
NM_001367783	ZNF704
NM_001033723	ZNF704
NM_001282357	SLC26A7
NM_173538	CNBD1
NM_001282356	SLC26A7
NM_005941	MMP16
NM_001256313	STK3
NM_006281	STK3
NM_017890	VPS13B
NM_001256312	STK3
NM_152564	VPS13B
NM_001282863	RSPO2
NM_178565	RSPO2
NM_001348491	RIMS2
NM_001317942	RSPO2
NM_001100117	RIMS2
NM_001348487	RIMS2
NM_001348492	RIMS2
NM_001348484	RIMS2
NM_032041	NCALD
NM_001040630	NCALD
NM_001040629	NCALD
NM_001040628	NCALD
NM_001040627	NCALD
NM_001040626	NCALD
NM_001040625	NCALD
NM_001040624	NCALD
NM_001348488	RIMS2
NM_001348489	RIMS2
NM_001348494	RIMS2
NM_001348493	RIMS2
NM_001348485	RIMS2
NM_001348486	RIMS2
NM_001348490	RIMS2
NM_001348495	RIMS2
NM_001348496	RIMS2
NM_001348497	RIMS2
NM_001363185	CSMD3
NM_052900	CSMD3
NM_198123	CSMD3
NM_198124	CSMD3
NM_005328	HAS2
NM_001363274	SAMD12
NM_021021	SNTB1
NM_207506	SAMD12
NM_004306	ANXA13
NM_001003954	ANXA13
NM_001349811	SAMD12
NM_001101676	SAMD12
NM_001362965	FAM135B
NM_015912	FAM135B
NM_175075	TDRP
NM_001303100	ERICH1
NM_001256113	TDRP
NM_001308153	ARHGEF10
NM_001308152	ARHGEF10
NM_014629	ARHGEF10
NM_001363979	MCPH1
NM_001147	ANGPT2
NM_001118887	ANGPT2
NM_001118888	ANGPT2
NM_001289973	XKR5
NM_001322043	MCPH1
NM_001322042	MCPH1
NM_001172575	MCPH1
NM_001172574	MCPH1
NM_024596	MCPH1
NM_001363980	MCPH1
NM_001322045	MCPH1
NM_207411	XKR5
NM_001040702	DEFB104B
NM_080389	DEFB104A
NM_001354638	ERI1
NM_001135671	MSRA
NM_003747	TNKS
NM_012331	MSRA
NM_001199729	MSRA
NM_001135670	MSRA
NM_178857	RP1L1
NM_173683	XKR6
NM_001083537	FAM86B1
NM_001287742	FDFT1
NM_001287744	FDFT1
NM_001287743	FDFT1
NM_006094	DLC1
NM_001316668	DLC1
NM_001348081	DLC1
NM_001348082	DLC1
NM_001164271	DLC1
NM_001348084	DLC1
NM_024767	DLC1
NM_001348083	DLC1
NM_020844	TRMT9B
NM_182643	DLC1
NM_138715	MSR1
NM_138716	MSR1
NM_001363744	MSR1
NM_001362989	ZDHHC2
NM_001363173	VPS37A
NM_001362988	ZDHHC2
NM_001001924	MTUS1
NM_001001925	MTUS1
NM_001363061	MTUS1
NM_001363059	MTUS1
NM_001363060	MTUS1
NM_001363058	MTUS1
NM_020749	MTUS1
NM_004686	MTMR7
NM_001008539	SLC7A2
NM_181723	MICU3
NM_001166393	MTUS1
NM_016353	ZDHHC2
NM_001363172	VPS37A
NM_001349810	MICU3
NM_001363062	MTUS1
NM_001363057	MTUS1
NM_001001931	MTUS1
NM_001370338	SLC7A2
NM_001370337	SLC7A2
NM_001164771	SLC7A2
NM_003046	SLC7A2
NM_001291962	NAT1
NM_001315508	PCM1
NM_206909	PSD3
NM_001160173	NAT1
NM_001160172	NAT1
NM_001160171	NAT1
NM_001352638	PCM1
NM_000662	NAT1
NM_001160176	NAT1
NM_001160175	NAT1
NM_001315507	PCM1
NM_001352641	PCM1
NM_001352632	PCM1
NM_001160170	NAT1
NM_001352650	PCM1
NM_001352633	PCM1
NM_006197	PCM1
NM_001352643	PCM1
NM_001352654	PCM1
NM_001352655	PCM1
NM_001352656	PCM1
NM_001352634	PCM1
NM_001352636	PCM1
NM_001352637	PCM1
NM_001352642	PCM1
NM_001352651	PCM1
NM_001352652	PCM1
NM_001352657	PCM1
NM_001352658	PCM1
NM_001352635	PCM1
NM_001352639	PCM1
NM_001352640	PCM1
NM_001352644	PCM1
NM_001352646	PCM1
NM_001352647	PCM1
NM_001352649	PCM1
NM_001352653	PCM1
NM_001160179	NAT1
NM_001352645	PCM1
NM_001352648	PCM1
NM_001354499	CSGALNACT1
NM_001354498	CSGALNACT1
NM_001354496	CSGALNACT1
NM_001354492	CSGALNACT1
NM_018371	CSGALNACT1
NM_001354481	CSGALNACT1
NM_001354480	CSGALNACT1
NM_001354488	CSGALNACT1
NM_001354487	CSGALNACT1
NM_001354497	CSGALNACT1
NM_001354489	CSGALNACT1
NM_001354490	CSGALNACT1
NM_001354483	CSGALNACT1
NM_001354485	CSGALNACT1
NM_001354484	CSGALNACT1
NM_001354491	CSGALNACT1
NM_001354495	CSGALNACT1
NM_001354494	CSGALNACT1
NM_001354477	CSGALNACT1
NM_001354476	CSGALNACT1
NM_001354475	CSGALNACT1
NM_001130518	CSGALNACT1
NM_001495	GFRA2
NM_001165038	GFRA2
NM_001165039	GFRA2
NM_015359	SLC39A14
NM_001135721	PIWIL2
NM_001351659	SLC39A14
NM_001351658	SLC39A14
NM_001351657	SLC39A14
NM_001351655	SLC39A14
NM_001135153	SLC39A14
NM_144962	PEBP4
NM_001351660	SLC39A14
NM_018068	PIWIL2
NM_001351656	SLC39A14
NM_001330480	PIWIL2
NM_001128431	SLC39A14
NM_001363233	PEBP4
NM_001135154	SLC39A14
NM_139278	LGI3
NM_003844	TNFRSF10A
NM_002318	LOXL2
NM_024940	DOCK5
NM_022659	EBF2
NM_017634	KCTD9
NM_001244604	DPYSL2
NM_001177591	PPP2R2A
NM_001386	DPYSL2
NM_002717	PPP2R2A
NM_001197293	DPYSL2
NM_004103	PTK2B
NM_173175	PTK2B
NM_001284220	ELP3
NM_016240	SCARA3
NM_173176	PTK2B
NM_001256483	EPHX2
NM_001256482	EPHX2
NM_173833	SCARA5
NM_001256484	EPHX2
NM_001284226	ELP3
NM_001284225	ELP3
NM_001010906	NUGGC
NM_001979	EPHX2
NM_001017420	ESCO2
NM_182826	SCARA3
NM_001284224	ELP3
NM_001284222	ELP3
NM_173174	PTK2B
NM_018091	ELP3
NM_001324393	HMBOX1
NM_001324394	HMBOX1
NM_001324385	HMBOX1
NM_001324382	HMBOX1
NM_024567	HMBOX1
NM_001363038	INTS9
NM_001324383	HMBOX1
NM_018250	INTS9
NM_001324392	HMBOX1
NM_001172562	INTS9
NM_001324390	HMBOX1
NM_001324395	HMBOX1
NM_001330498	HMBOX1
NM_017412	FZD3
NM_172366	FBXO16
NM_001324386	HMBOX1
NM_001324387	HMBOX1
NM_001324389	HMBOX1
NM_001324391	HMBOX1
NM_001135726	HMBOX1
NM_001324388	HMBOX1
NM_145866	FZD3
NM_015254	KIF13B
NM_001324384	HMBOX1
NM_001440	EXTL3
NM_001258211	FBXO16
NM_001145159	INTS9
NM_000553	WRN
NM_001009552	PPP2CB
NM_001322201	NRG1
NM_001322197	NRG1
NM_001322206	NRG1
NM_001322202	NRG1
NM_001160008	NRG1
NM_013958	NRG1
NM_013957	NRG1
NM_013956	NRG1
NM_013964	NRG1
NM_013960	NRG1
NM_001160002	NRG1
NM_004495	NRG1
NM_001160007	NRG1
NM_001160005	NRG1
NM_001160004	NRG1
NM_032664	FUT10
NM_001322205	NRG1
NM_001031836	KCNU1
NM_025151	RAB11FIP1
NM_001286819	LETM2
NM_023034	NSD3
NM_001199659	LETM2
NM_001286787	LETM2
NM_001330515	LETM2
NM_144652	LETM2
NM_001363204	LETM2
NM_001363205	LETM2
NM_001199660	LETM2
NM_001002814	RAB11FIP1
NM_145004	ADAM32
NM_003816	ADAM9
NM_001320313	ADAM18
NM_021623	PLEKHA2
NM_014237	ADAM18
NM_001313994	ADAM32
NM_194294	IDO2
NM_003012	SFRP1
NM_001142446	ANK1
NM_020475	ANK1
NM_020477	ANK1
NM_020476	ANK1
NM_000037	ANK1
NM_006749	SLC20A2
NM_033011	PLAT
NM_001160225	RNF170
NM_001257181	SLC20A2
NM_030954	RNF170
NM_000749	CHRNB3
NM_001319189	PLAT
NM_000930	PLAT
NM_001160224	RNF170
NM_001160223	RNF170
NM_001257180	SLC20A2
NM_001347717	CHRNB3
NM_001277971	POMK
NM_032237	POMK
NM_005914	MCM4
NM_001282916	SPIDR
NM_001282919	SPIDR
NM_001352931	SPIDR
NM_001352932	SPIDR
NM_001352933	SPIDR
NM_001352934	SPIDR
NM_001352935	SPIDR
NM_001352936	SPIDR
NM_001352937	SPIDR
NM_001352938	SPIDR
NM_001352939	SPIDR
NM_001352940	SPIDR
NM_001352941	SPIDR
NM_001352942	SPIDR
NM_001352943	SPIDR
NM_001352944	SPIDR
NM_001352945	SPIDR
NM_001352946	SPIDR
NM_001352947	SPIDR
NM_001352948	SPIDR
NM_001352949	SPIDR
NM_001352950	SPIDR
NM_001352951	SPIDR
NM_001352952	SPIDR
NM_001352953	SPIDR
NM_001352955	SPIDR
NM_001352956	SPIDR
NM_001352957	SPIDR
