initial_alias	converted_alias
NM_001282743	SPATS2L
NM_001321625	HYCC2
NM_001321626	HYCC2
NM_001306083	CASP10
NM_001321619	HYCC2
NM_001159	AOX1
NM_001206542	CASP10
NM_001100422	SPATS2L
NM_032977	CASP10
NM_152525	C2CD6
NM_001168217	C2CD6
NM_001206864	STRADB
NM_001261435	CDK15
NM_018571	STRADB
NM_001261436	CDK15
NM_001367720	KIAA2012
NM_001168216	C2CD6
NM_001168221	C2CD6
NM_001277372	KIAA2012
NM_001366386	CDK15
NM_020919	ALS2
NM_139158	CDK15
NM_177538	CYP20A1
NM_001371702	CYP20A1
NM_173511	FAM117B
NM_001371704	CYP20A1
NM_001371705	CYP20A1
NM_001371697	CYP20A1
NM_001371664	WDR12
NM_001371706	CYP20A1
NM_001371698	CYP20A1
NM_001204	BMPR2
NM_001371700	CYP20A1
NM_001371701	CYP20A1
NM_001371699	CYP20A1
NM_018256	WDR12
NM_001371703	CYP20A1
NM_001371695	CYP20A1
NM_001371696	CYP20A1
NM_001114132	NBEAL1
NM_012092	ICOS
NM_017759	INO80D
NM_001261453	CMKLR2
NM_001261454	CMKLR2
NM_001261455	CMKLR2
NM_201266	NRP2
NM_005279	CMKLR2
NM_001285549	ZDBF2
NM_020923	ZDBF2
NM_003872	NRP2
NM_001261452	CMKLR2
NM_201279	NRP2
NM_001369654	ZDBF2
NM_001098199	CMKLR2
NM_001093730	DYTN
NM_001270942	KLF7
NM_001270943	KLF7
NM_003709	KLF7
NM_173077	CPO
NM_001270944	KLF7
NM_015040	PIKFYVE
NM_001309516	PTH2R
NM_152671	PIKFYVE
NM_001142300	CCNYL1
NM_152523	CCNYL1
NM_001178000	PIKFYVE
NM_001371905	PTH2R
NM_001330218	CCNYL1
NM_001080475	PLEKHM3
NM_001371906	PTH2R
NM_001371907	PTH2R
NM_001875	CPS1
NM_001371986	UNC80
NM_152519	KANSL1L
NM_001369256	CPS1
NM_182587	UNC80
NM_001122633	CPS1
NM_001307976	KANSL1L
NM_032504	UNC80
NM_001369257	CPS1
NM_001371275	IKZF2
NM_016260	IKZF2
NM_001371277	IKZF2
NM_001371276	IKZF2
NM_001371274	IKZF2
NM_001079526	IKZF2
NM_001345929	VWC2L
NM_001080500	VWC2L
NM_001313992	IGFBP2
NM_021141	XRCC5
NM_001313990	IGFBP2
NM_020814	MARCHF4
NM_001313993	IGFBP2
NM_000597	IGFBP2
NM_022648	TNS1
NM_001308022	TNS1
NM_001308023	TNS1
NM_198559	CATIP
NM_025216	WNT10A
NM_001320865	CATIP
NM_020935	USP37
NM_032726	PLCD4
NM_152862	ARPC2
NM_005731	ARPC2
NM_194302	CFAP65
NM_001039550	DNAJB2
NM_006736	DNAJB2
NM_001303098	TMEM198
NM_001005209	TMEM198
NM_001304537	EPHA4
NM_004438	EPHA4
NM_001304536	EPHA4
NM_001363748	EPHA4
NM_001320834	SGPP2
NM_001320833	SGPP2
NM_152386	SGPP2
NM_058165	MOGAT1
NM_006216	SERPINE2
NM_001136530	SERPINE2
NM_001136528	SERPINE2
NM_001363762	DOCK10
NM_001257198	CUL3
NM_014689	DOCK10
NM_001257197	CUL3
NM_001290263	DOCK10
NM_003590	CUL3
NM_005544	IRS1
NM_001167608	RHBDD1
NM_032276	RHBDD1
NM_001349072	RHBDD1
NM_001349071	RHBDD1
NM_001349069	RHBDD1
NM_000092	COL4A4
NM_000091	COL4A3
NM_001142644	SPHKAP
NM_030623	SPHKAP
NM_001100818	PID1
NM_001330157	PID1
NM_001330158	PID1
NM_017933	PID1
NM_001330156	PID1
NM_001348335	TRIP12
NM_001278451	SP140
NM_001284216	TRIP12
NM_001278452	SP140
NM_001348325	TRIP12
NM_001348334	TRIP12
NM_004238	TRIP12
NM_001348315	TRIP12
NM_001206703	SP100
NM_001206702	SP100
NM_001348333	TRIP12
NM_001348318	TRIP12
NM_001348317	TRIP12
NM_001348319	TRIP12
NM_001348320	TRIP12
NM_001348324	TRIP12
NM_001348322	TRIP12
NM_001348327	TRIP12
NM_001348326	TRIP12
NM_001348328	TRIP12
NM_001348336	TRIP12
NM_001284214	TRIP12
NM_001348316	TRIP12
NM_001080391	SP100
NM_003113	SP100
NM_001206704	SP100
NM_001348331	TRIP12
NM_001284215	TRIP12
NM_001348330	TRIP12
NM_007237	SP140
NM_001348332	TRIP12
NM_001348329	TRIP12
NM_001206701	SP100
NM_001278453	SP140
NM_001348321	TRIP12
NM_001348323	TRIP12
NM_001130849	CAB39
NM_001352756	ARMC9
NM_001352755	ARMC9
NM_016289	CAB39
NM_001130850	CAB39
NM_002807	PSMD1
NM_001271466	ARMC9
NM_001191037	PSMD1
NM_001352754	ARMC9
NM_001352758	ARMC9
NM_001291656	ARMC9
NM_025139	ARMC9
NM_001352759	ARMC9
NM_001352757	ARMC9
NM_001257281	DIS3L2
NM_025202	EFHD1
NM_152383	DIS3L2
NM_001243252	EFHD1
NM_001308395	EFHD1
NM_001195129	PRSS56
NM_001369848	PRSS56
NM_001257282	DIS3L2
NM_205862	UGT1A6
NM_152879	DGKD
NM_003648	DGKD
NM_019076	UGT1A8
NM_019075	UGT1A10
NM_001072	UGT1A6
NM_005541	INPP5D
NM_001114090	NGEF
NM_019850	NGEF
NM_001017915	INPP5D
NM_000541	SAG
NM_021027	UGT1A9
NM_024080	TRPM8
NM_001244888	AGAP1
NM_014521	SH3BP4
NM_001371304	SH3BP4
NM_001371305	SH3BP4
NM_001371303	SH3BP4
NM_001371302	SH3BP4
NM_024726	IQCA1
NM_001270585	IQCA1
NM_001270584	IQCA1
NM_001137552	LRRFIP1
NM_057166	COL6A3
NM_001281474	MLPH
NM_001042467	MLPH
NM_005855	RAMP1
NM_057167	COL6A3
NM_001137553	LRRFIP1
NM_001137551	None
NM_001281473	MLPH
NM_004735	LRRFIP1
NM_024101	MLPH
NM_001308353	RAMP1
NM_001137550	LRRFIP1
NM_004369	COL6A3
NM_004544	NDUFA10
NM_001322019	NDUFA10
NM_001322020	NDUFA10
NM_001354025	None
NM_001282771	ANKMY1
NM_001244008	KIF1A
NM_001308375	ANKMY1
NM_001354023	ANKMY1
NM_001354024	ANKMY1
NM_001282781	ANKMY1
NM_001282780	ANKMY1
NM_004321	KIF1A
NM_001320705	KIF1A
NM_016552	ANKMY1
NM_001351305	CROCC2
NM_017844	ANKMY1
NM_001080437	SNED1
NM_001330290	KIF1A
NM_001330289	KIF1A
NM_005336	HDLBP
NM_001330161	ING5
NM_001282983	FARP2
NM_001282984	FARP2
NM_014808	FARP2
NM_032515	BOK
NM_001320965	HDLBP
NM_001077710	FAM110C
NM_001282687	SH3YL1
NM_004300	ACP1
NM_001040649	ACP1
NM_007099	ACP1
NM_001002919	ALKAL2
NM_152834	TMEM18
NM_001352681	TMEM18
NM_001352680	TMEM18
NM_018269	ADI1
NM_001306077	ADI1
NM_001011	RPS7
NM_001286834	RNASEH1
NM_001286837	RNASEH1
NM_002936	RNASEH1
NM_001255983	COLEC11
NM_001255985	COLEC11
NM_001255986	COLEC11
NM_001255987	COLEC11
NM_001255988	COLEC11
NM_001255989	COLEC11
NM_199235	COLEC11
NM_001255982	COLEC11
NM_001255984	COLEC11
NM_024027	COLEC11
NM_003108	SOX11
NM_207315	CMPK2
NM_001256478	CMPK2
NM_001256477	CMPK2
NM_080657	RSAD2
NM_002166	ID2
NM_001369746	ITGB1BP1
NM_004763	ITGB1BP1
NM_001369745	ITGB1BP1
NM_001369744	ITGB1BP1
NM_022334	ITGB1BP1
NM_001319070	ITGB1BP1
NM_001369749	ITGB1BP1
NM_001319068	ITGB1BP1
NM_001319066	ITGB1BP1
NM_001319067	ITGB1BP1
NM_001319069	ITGB1BP1
NM_001369748	ITGB1BP1
NM_001369750	ITGB1BP1
NM_001369747	ITGB1BP1
NM_001320859	IAH1
NM_001039613	IAH1
NM_003183	ADAM17
NM_001320860	IAH1
NM_001320863	IAH1
NM_001320858	IAH1
NM_006826	YWHAQ
NM_005680	TAF1B
NM_001318976	TAF1B
NM_001318977	TAF1B
NM_003597	KLF11
NM_001177718	KLF11
NM_001177716	KLF11
NM_001037160	CYS1
NM_001165931	RRM2
NM_001034	RRM2
NM_001287188	ODC1
NM_001287190	ODC1
NM_001258358	HPCAL1
NM_001258359	HPCAL1
NM_002539	ODC1
NM_001287189	ODC1
NM_001282705	PDIA6
NM_001282704	PDIA6
NM_001282707	PDIA6
NM_001282706	PDIA6
NM_005742	PDIA6
NM_002236	KCNF1
NM_152391	SLC66A3
NM_001282710	SLC66A3
NM_001282711	SLC66A3
NM_001282712	SLC66A3
NM_001278277	E2F6
NM_001278276	E2F6
NM_198256	E2F6
NM_001278278	E2F6
NM_001278275	E2F6
NM_212540	E2F6
NM_148903	GREB1
NM_033090	GREB1
NM_021643	TRIB2
NM_145175	LRATD1
NM_001369364	LRATD1
NM_001293228	MYCN
NM_001293231	MYCN
NM_005378	MYCN
NM_001293233	MYCN
NM_001321233	RAD51AP2
NM_001099218	RAD51AP2
NM_001105569	MSGN1
NM_182625	GEN1
NM_001130009	GEN1
NM_002252	KCNS3
NM_001282428	KCNS3
NM_001199088	NT5C1B
NM_001002006	NT5C1B
NM_001199087	NT5C1B
NM_001199103	NT5C1B-RDH14
NM_033253	NT5C1B
NM_001199086	NT5C1B
NM_001199104	NT5C1B-RDH14
NM_020905	RDH14
NM_145260	OSR1
NM_001008237	TTC32
NM_014713	LAPTM4A
NM_002381	MATN3
NM_002997	SDC1
NM_001006946	SDC1
NM_022460	HS1BP3
NM_182828	GDF7
NM_000384	APOB
NM_001306137	TDRD15
NM_016047	SF3B6
NM_001322963	FKBP1B
NM_001206802	TP53I3
NM_001346880	MFSD2B
NM_001322964	FKBP1B
NM_054033	FKBP1B
NM_004881	TP53I3
NM_001142319	WDCP
NM_147184	TP53I3
NM_025203	WDCP
NM_004116	FKBP1B
NM_001040710	FAM228A
NM_001145710	FAM228B
NM_001199803	CENPO
NM_024322	CENPO
NM_001322101	CENPO
NM_001013663	PTRHD1
NM_001198559	DNAJC27
NM_016544	DNAJC27
NM_001319099	EFR3B
NM_014971	EFR3B
NM_153759	DNMT3A
NM_001320893	DNMT3A
NM_001369347	ASXL2
NM_001191033	GAREM2
NM_001168241	GAREM2
NM_001145169	ADGRF3
NM_001281512	HADHB
NM_001281513	HADHB
NM_000183	HADHB
NM_145038	DRC1
NM_033505	SELENOI
NM_001322426	CIMIP2C
NM_001105519	CIMIP2C
NM_002246	KCNK3
NM_017877	SLC35F6
NM_001042426	CENPA
NM_001809	CENPA
NM_017727	TMEM214
NM_000221	KHK
NM_001083590	TMEM214
NM_001166240	CGREF1
NM_001301324	CGREF1
NM_006488	KHK
NM_007046	EMILIN1
NM_001303050	MAPRE3
NM_021831	AGBL5
NM_001166239	CGREF1
NM_006569	CGREF1
NM_032604	ABHD1
NM_001134693	OST4
NM_001035507	AGBL5
NM_004341	CAD
NM_001170795	ATRAID
NM_178553	PRR30
NM_175769	TCF23
NM_001306079	CAD
NM_016085	ATRAID
NM_021095	SLC5A6
NM_001201459	ZNF513
NM_172195	EIF2B4
NM_014748	SNX17
NM_003353	UCN
NM_144631	ZNF513
NM_001318969	EIF2B4
NM_001318968	EIF2B4
NM_001035521	GTF3C2
NM_001267061	SNX17
NM_001267059	SNX17
NM_001267060	SNX17
NM_001318967	EIF2B4
NM_001318966	EIF2B4
NM_001318965	EIF2B4
NM_001303128	DNAJC5G
NM_001303127	DNAJC5G
NM_015636	EIF2B4
NM_002437	MPV17
NM_173650	DNAJC5G
NM_032546	TRIM54
NM_187841	TRIM54
NM_001521	GTF3C2
NM_001034116	EIF2B4
NM_001318909	GTF3C2
NM_013392	NRBP1
NM_001321358	NRBP1
NM_001321359	NRBP1
NM_001321361	NRBP1
NM_001321362	NRBP1
NM_001321357	NRBP1
NM_001321363	NRBP1
NM_173853	KRTCAP3
NM_001168364	KRTCAP3
NM_022823	FNDC4
NM_001486	GCKR
NM_015662	IFT172
NM_001321325	KRTCAP3
NM_001271318	ZNF512
NM_001145049	GPN1
NM_032434	ZNF512
NM_001271288	ZNF512
NM_001271287	ZNF512
NM_001271286	ZNF512
NM_001271289	ZNF512
NM_032266	C2orf16
NM_001142683	CCDC121
NM_024584	CCDC121
NM_007266	GPN1
NM_001145048	GPN1
NM_001145047	GPN1
NM_018158	SLC4A1AP
NM_145330	MRPL33
NM_004891	MRPL33
NM_005253	FOSL2
NM_002709	PPP1CB
NM_206876	PPP1CB
NM_017910	TRMT61B
NM_015131	WDR43
NM_001321539	TOGARAM2
NM_001321538	TOGARAM2
NM_001029883	PCARE
NM_199280	TOGARAM2
NM_001287527	CLIP4
NM_024692	CLIP4
NM_001353765	ALK
NM_001127399	YPEL5
NM_001127401	YPEL5
NM_001127400	YPEL5
NM_016061	YPEL5
NM_030915	LBH
NM_014600	EHD3
NM_000379	XDH
NM_000348	SRD5A2
NM_001321209	DPY30
NM_032574	DPY30
NM_001321210	DPY30
NM_017964	SLC30A6
NM_001330477	SLC30A6
NM_001193513	SLC30A6
NM_001330478	SLC30A6
NM_001330479	SLC30A6
NM_001193514	SLC30A6
NM_001193515	SLC30A6
NM_001330476	SLC30A6
NM_032312	YIPF4
NM_001304538	FAM98A
NM_015475	FAM98A
NM_019024	HEATR5B
NM_001135652	EIF2AK2
NM_002759	EIF2AK2
NM_001367551	SULT6B1
NM_001322373	CEBPZOS
NM_001322376	CEBPZOS
NM_001322375	CEBPZOS
NM_001032377	SULT6B1
NM_001322374	CEBPZOS
NM_001135651	EIF2AK2
NM_144736	NDUFAF7
NM_005813	PRKD3
NM_001083946	NDUFAF7
NM_001350027	NDUFAF7
NM_001350025	NDUFAF7
NM_001350024	NDUFAF7
NM_001270438	CDC42EP3
NM_001270436	CDC42EP3
NM_001371569	CDC42EP3
NM_006449	CDC42EP3
NM_001270437	CDC42EP3
NM_001371570	CDC42EP3
NM_000104	CYP1B1
NM_001330459	ATL2
NM_001135673	ATL2
NM_001330464	ATL2
NM_022374	ATL2
NM_001330461	ATL2
NM_001330460	ATL2
NM_001330458	ATL2
NM_001308076	ATL2
NM_001330463	ATL2
NM_001330462	ATL2
NM_138394	HNRNPLL
NM_001142650	HNRNPLL
NM_001195446	SRSF7
NM_024775	GEMIN6
NM_001363802	SRSF7
NM_001031684	SRSF7
NM_198963	DHX57
NM_001329963	DHX57
NM_001145450	MORN2
NM_025264	THUMPD2
NM_001321468	THUMPD2
NM_001321469	THUMPD2
NM_001321470	THUMPD2
NM_001321474	THUMPD2
NM_001321475	THUMPD2
NM_001321477	THUMPD2
NM_001321478	THUMPD2
NM_001321479	THUMPD2
NM_001321480	THUMPD2
NM_001321481	THUMPD2
NM_138370	PKDCC
NM_004718	COX7A2L
NM_001319040	COX7A2L
NM_001319037	None
NM_001319036	COX7A2L
NM_012205	HAAO
NM_148962	OXER1
NM_006887	ZFP36L2
NM_001271643	THADA
NM_001271644	THADA
NM_001101330	C1GALT1C1L
NM_022437	ABCG8
NM_022436	ABCG5
NM_001357321	ABCG8
NM_001171606	PREPL
NM_001042385	PREPL
NM_001042386	PREPL
NM_006036	PREPL
NM_001171603	PREPL
NM_001171613	PREPL
NM_001171617	PREPL
NM_001374275	PREPL
NM_001374276	PREPL
NM_001374277	PREPL
NM_005413	SIX3
NM_016932	SIX2
NM_001430	EPAS1
NM_012249	RHOQ
NM_014171	CRIPT
NM_002643	PIGF
NM_173074	PIGF
NM_014011	SOCS5
NM_144949	SOCS5
NM_001171509	MCFD2
NM_001171510	MCFD2
NM_001171506	MCFD2
NM_001171507	MCFD2
NM_139279	MCFD2
NM_001743	CALM2
NM_173649	STPG4
NM_001163561	STPG4
NM_001305626	CALM2
NM_001305625	CALM2
NM_001305624	CALM2
NM_002354	EPCAM
NM_022055	KCNK12
NM_001281494	MSH6
NM_000179	MSH6
NM_001281493	MSH6
NM_001281492	MSH6
NM_001198595	STON1
NM_006873	STON1
NM_000233	LHCGR
NM_001346127	CHAC2
NM_006794	GPR75
NM_001127398	ERLEC1
NM_001127397	ERLEC1
NM_015701	ERLEC1
NM_001008708	CHAC2
NM_001003937	TSPYL6
NM_001100396	C2orf73
NM_001369401	C2orf73
NM_001369403	C2orf73
NM_007008	RTN4
NM_001321863	RTN4
NM_001321862	RTN4
NM_001321861	RTN4
NM_207521	RTN4
NM_001135592	RPS27A
NM_001005369	MTIF2
NM_001177413	RPS27A
NM_001321002	MTIF2
NM_001321001	MTIF2
NM_001321003	MTIF2
NM_001321005	MTIF2
NM_001321004	MTIF2
NM_002954	RPS27A
NM_002453	MTIF2
NM_080667	CFAP36
NM_001282761	CFAP36
NM_033109	PNPT1
NM_001039348	EFEMP1
NM_001039349	EFEMP1
NM_018014	BCL11A
NM_022893	BCL11A
NM_001363864	BCL11A
NM_138559	BCL11A
NM_001365609	BCL11A
NM_022894	PAPOLG
NM_002908	REL
NM_001291746	REL
NM_002618	PEX13
NM_001367069	C2orf74
NM_001367070	C2orf74
NM_001143960	C2orf74
NM_001316317	C2orf74
NM_001143959	C2orf74
NM_001367071	C2orf74
NM_003400	XPO1
NM_032180	FAM161A
NM_001201543	FAM161A
NM_006430	CCT4
NM_001256721	CCT4
NM_001319075	B3GNT2
NM_006577	B3GNT2
NM_198276	TMEM17
NM_014562	OTX1
NM_001199770	OTX1
NM_001199112	MDH1
NM_001199111	MDH1
NM_005917	MDH1
NM_001316374	MDH1
NM_006759	UGP2
NM_001001521	UGP2
NM_014181	LGALSL
NM_203437	AFTPH
NM_017657	AFTPH
NM_001002243	AFTPH
NM_014755	SERTAD2
NM_015147	CEP68
NM_004161	RAB1A
NM_001319101	CEP68
NM_001319100	CEP68
NM_015543	RAB1A
NM_005722	ACTR2
NM_001005386	ACTR2
NM_001128210	SPRED2
NM_019002	ETAA1
NM_006333	C1D
NM_001190263	C1D
NM_001190265	C1D
NM_173177	C1D
NM_001329917	PNO1
NM_001329916	PNO1
NM_020143	PNO1
NM_000945	PPP3R1
NM_001371606	CNRIP1
NM_001371607	CNRIP1
NM_001371608	CNRIP1
NM_001371604	CNRIP1
NM_001371605	CNRIP1
NM_002664	PLEK
NM_015463	CNRIP1
NM_001024680	FBXO48
NM_014482	BMP10
NM_182536	GKN2
NM_019617	GKN1
NM_015700	NFU1
NM_001002756	NFU1
NM_001002755	NFU1
NM_001374284	NFU1
NM_001320702	ANXA4
NM_001365496	ANXA4
NM_001153	ANXA4
NM_001320700	ANXA4
NM_002357	MXD1
NM_152792	ASPRV1
NM_001202514	MXD1
NM_001202513	MXD1
NM_006857	SNRNP27
NM_006196	PCBP1
NM_001351522	TIA1
NM_001348761	C2orf42
NM_001348762	C2orf42
NM_022173	TIA1
NM_001351509	TIA1
NM_017880	C2orf42
NM_001351508	TIA1
NM_001348758	C2orf42
NM_001348763	C2orf42
NM_001348764	C2orf42
NM_001351523	TIA1
NM_001351514	TIA1
NM_001351525	TIA1
NM_001351524	TIA1
NM_022037	TIA1
NM_001351510	TIA1
NM_001348760	C2orf42
NM_001348759	C2orf42
NM_001351519	TIA1
NM_001351521	TIA1
NM_001351513	TIA1
NM_001351512	TIA1
NM_001351518	TIA1
NM_001351517	TIA1
NM_001351516	TIA1
NM_001351515	TIA1
NM_001351520	TIA1
NM_001351511	TIA1
NM_001329752	FAM136A
NM_001317171	SNRPG
NM_001329758	FAM136A
NM_001329757	FAM136A
NM_001317166	SNRPG
NM_001317165	SNRPG
NM_001317169	SNRPG
NM_001317168	SNRPG
NM_001317167	SNRPG
NM_001329753	FAM136A
NM_001329755	FAM136A
NM_016297	PCYOX1
NM_003096	SNRPG
NM_032822	FAM136A
NM_001185055	ADD2
NM_001185054	ADD2
NM_017488	ADD2
NM_001617	ADD2
NM_017482	ADD2
NM_001258027	CLEC4F
NM_173535	CLEC4F
NM_001321308	CLEC4F
NM_015717	CD207
NM_001115116	ANKRD53
NM_001692	ATP6V1B1
NM_144582	TEX261
NM_024933	ANKRD53
NM_001369683	ANKRD53
NM_001365466	NAGK
NM_005791	MPHOSPH10
NM_001330426	NAGK
NM_001330425	NAGK
NM_032601	MCEE
NM_017567	NAGK
NM_020459	PAIP2B
NM_019885	CYP26B1
NM_001277742	CYP26B1
NM_003124	SPR
NM_004097	EMX1
NM_015470	RAB11FIP5
NM_001371272	RAB11FIP5
NM_032319	PRADC1
NM_006429	CCT7
NM_006062	SMYD5
NM_001166284	CCT7
NM_001166285	CCT7
NM_001134462	NOTO
NM_001009570	CCT7
NM_001965	EGR4
NM_003960	NAT8
NM_001330386	TPRKB
NM_001330390	TPRKB
NM_001330388	TPRKB
NM_001330387	TPRKB
NM_003584	DUSP11
NM_001330392	TPRKB
NM_001330391	TPRKB
NM_001330389	TPRKB
NM_016347	None
NM_016058	TPRKB
NM_006463	STAMBP
NM_001353972	STAMBP
NM_001353967	STAMBP
NM_001353971	STAMBP
NM_001353969	STAMBP
NM_001353970	STAMBP
NM_001353968	STAMBP
NM_001199893	ACTG2
NM_201647	STAMBP
NM_213622	STAMBP
NM_001353976	STAMBP
NM_001353975	STAMBP
NM_001353974	STAMBP
NM_001353973	STAMBP
NM_001615	ACTG2
NM_001353344	C2orf78
NM_080918	DGUOK
NM_001318862	DGUOK
NM_001318861	DGUOK
NM_001318860	DGUOK
NM_001318859	DGUOK
NM_001318863	DGUOK
NM_080916	DGUOK
NM_001035505	BOLA3
NM_001317110	MOB1A
NM_001317111	MOB1A
NM_018221	MOB1A
NM_001317112	MOB1A
NM_212552	BOLA3
NM_021196	SLC4A5
NM_006636	MTHFD2
NM_023019	DCTN1
NM_001015055	RTKN
NM_001320823	WDR54
NM_001320824	WDR54
NM_001320825	WDR54
NM_004082	DCTN1
NM_001145054	C2orf81
NM_001015056	RTKN
NM_033046	RTKN
NM_001316766	C2orf81
NM_001316764	C2orf81
NM_001316765	C2orf81
NM_001190836	DCTN1
NM_001190837	DCTN1
NM_001135041	DCTN1
NM_001135040	DCTN1
NM_032118	WDR54
NM_001321727	HTRA2
NM_001146158	MOGS
NM_001009812	LBX2
NM_001289164	LOXL3
NM_006302	MOGS
NM_001321728	HTRA2
NM_001282430	LBX2
NM_032603	LOXL3
NM_001381	DOK1
NM_032673	PCGF1
NM_016170	TLX2
NM_012477	WBP1
NM_133637	DQX1
NM_001318868	DOK1
NM_001289165	LOXL3
NM_001365575	CCDC142
NM_032779	CCDC142
NM_031288	INO80B
NM_013247	HTRA2
NM_001318866	DOK1
NM_001197260	DOK1
NM_022492	TTC31
NM_053050	MRPL53
NM_001318869	DOK1
NM_145074	HTRA2
NM_001318867	DOK1
NM_181575	AUP1
NM_004263	SEMA4F
NM_001271662	SEMA4F
NM_001271661	SEMA4F
NM_019896	POLE4
NM_003203	GCFC2
NM_001201334	GCFC2
NM_001201335	GCFC2
NM_014763	MRPL19
NM_001282928	LRRTM4
NM_024993	LRRTM4
NM_001270040	REG3G
NM_198448	REG3G
NM_001008387	REG3G
NM_006507	REG1B
NM_002909	REG1A
NM_138937	REG3A
NM_002580	REG3A
NM_138938	REG3A
NM_178839	LRRTM1
NM_003849	SUCLG1
NM_001277053	TRABD2A
NM_021103	TMSB10
NM_001080824	TRABD2A
NM_001307978	TRABD2A
NM_020122	KCMF1
NM_001256140	CAPG
NM_001747	CAPG
NM_001135022	ELMOD3
NM_001329792	ELMOD3
NM_001320734	CAPG
NM_001320733	CAPG
NM_001256139	CAPG
NM_001329791	ELMOD3
NM_001135023	ELMOD3
NM_001320732	CAPG
NM_001329793	ELMOD3
NM_017750	RETSAT
NM_201594	None
NM_001135021	ELMOD3
NM_003761	VAMP8
NM_000821	GGCX
NM_005911	MAT2A
NM_001311312	GGCX
NM_001142269	GGCX
NM_153342	TMEM150A
NM_006590	USP39
NM_001369917	TMEM150A
NM_016494	RNF181
NM_012483	GNLY
NM_001256726	USP39
NM_000542	SFTPB
NM_001302758	GNLY
NM_006433	GNLY
NM_001367281	SFTPB
NM_001256727	USP39
NM_001256725	USP39
NM_001256728	USP39
NM_001031738	TMEM150A
NM_198843	SFTPB
NM_001013649	C2orf68
NM_032827	ATOH8
NM_015425	POLR1A
NM_145644	MRPL35
NM_001363782	MRPL35
NM_001100170	IMMT
NM_001100169	IMMT
NM_016622	MRPL35
NM_006839	IMMT
NM_001146688	KDM3A
NM_018433	KDM3A
NM_001198952	RNF103
NM_001198951	RNF103
NM_005667	RNF103
NM_001178100	CD8B
NM_001768	CD8A
NM_171827	CD8A
NM_001145873	CD8A
NM_172101	CD8B
NM_172102	CD8B
NM_172213	CD8B
NM_004931	CD8B
NM_002665	PLGLB2
NM_001078170	RGPD2
NM_001024457	RGPD1
NM_001032392	PLGLB1
NM_002665	PLGLB2
NM_001032392	PLGLB1
NM_016618	KRCC1
NM_001304526	KRCC1
NM_018271	THNSL2
NM_001244676	THNSL2
NM_001244678	THNSL2
NM_001443	FABP1
NM_001135649	FOXI3
NM_152670	SPMIP9
NM_144705	TEKT4
NM_001286559	TEKT4
NM_001321995	MRPS5
NM_001321997	MRPS5
NM_001321996	MRPS5
NM_031902	MRPS5
NM_001291605	ZNF2
NM_001017396	ZNF2
NM_001282398	ZNF2
NM_001291604	ZNF2
NM_021088	ZNF2
NM_001034914	KCNIP3
NM_016044	FAHD2A
NM_013434	KCNIP3
NM_001164464	TRIM43B
NM_138800	TRIM43
NM_001321527	GPAT2
NM_001321525	GPAT2
NM_001321526	GPAT2
NM_001321528	GPAT2
NM_001321529	GPAT2
NM_001321530	GPAT2
NM_001321531	GPAT2
NM_207328	GPAT2
NM_004418	DUSP2
NM_000682	ADRA2B
NM_014014	SNRNP200
NM_178495	ITPRIPL1
NM_001193304	TMEM127
NM_001163523	ITPRIPL1
NM_001324490	ITPRIPL1
NM_001163524	ITPRIPL1
NM_004804	CIAO1
NM_017849	TMEM127
NM_001008949	ITPRIPL1
NM_001285486	NEURL3
NM_001319085	ARID5A
NM_001319093	ARID5A
NM_001319092	ARID5A
NM_001319087	ARID5A
NM_001285485	NEURL3
NM_001319094	ARID5A
NM_001319096	ARID5A
NM_212481	ARID5A
NM_001293083	FER1L5
NM_020184	CNNM4
NM_017623	CNNM3
NM_144994	ANKRD23
NM_016466	ANKRD39
NM_199078	CNNM3
NM_001172667	FAM178B
NM_016490	FAM178B
NM_001122646	FAM178B
NM_199336	FAHD2B
NM_001320848	FAHD2B
NM_001320849	FAHD2B
NM_198555	ANKRD36
NM_001862	COX5B
NM_001353337	None
NM_001079	ZAP70
NM_001351368	C2orf92
NM_005735	ACTR1B
NM_207519	ZAP70
NM_001079878	CNGA3
NM_001298	CNGA3
NM_001330354	UNC50
NM_001008215	COA5
NM_014044	UNC50
NM_001160154	MGAT4A
NM_001330353	UNC50
NM_015929	LIPT1
NM_144706	C2orf15
NM_001204830	LIPT1
NM_138798	MITD1
NM_001317992	C2orf15
NM_001320418	MITD1
NM_145197	LIPT1
NM_145198	LIPT1
NM_001320417	MITD1
NM_001320419	MITD1
NM_145212	MRPL30
NM_145199	LIPT1
NM_001371380	LYG1
NM_005783	TXNDC9
NM_174898	LYG1
NM_175735	LYG2
NM_001371783	LONRF2
NM_198461	LONRF2
NM_001011717	NMS
NM_024065	PDCL3
NM_001098577	RPL31
NM_001099693	RPL31
NM_000993	RPL31
NM_017546	CNOT11
NM_173647	RNF149
NM_153836	CREG2
NM_001261419	IL1R2
NM_004633	IL1R2
NM_001320982	IL1R1
NM_001320981	IL1R1
NM_001320985	IL1R1
NM_001320984	IL1R1
NM_001320983	IL1R1
NM_000877	IL1R1
NM_016232	IL1RL1
NM_001282408	IL1RL1
NM_003856	IL1RL1
NM_003853	IL18RAP
NM_001322080	MFSD9
NM_001322081	MFSD9
NM_032718	MFSD9
NM_144632	TMEM182
NM_182640	MRPS9
NM_007227	GPR45
NM_004257	TGFBRAP1
NM_024093	C2orf49
